Time,TS outlet pressure (Mean),Pump outlet pressure (Mean),Differential pressure (Mean),Differential pressure (Std Dev),Pressure before pump (Std Dev),Pressure after pump (Std Dev),Plug,Plug_future,LogId
2021-12-07 11:19:28.706,0.404285,0.594775,0.658203,0.074286,0.024504,0.025114,0,0,17
2021-12-07 11:19:30.207,0.404321,0.594854,0.658937,0.074529,0.02349,0.023317,0,0,17
2021-12-07 11:19:31.707,0.40364,0.593474,0.658099,0.07359,0.026389,0.026469,0,0,17
2021-12-07 11:19:33.207,0.404239,0.594394,0.659244,0.074354,0.024634,0.024385,0,0,17
2021-12-07 11:19:34.705,0.403052,0.593367,0.658185,0.073008,0.025668,0.026214,0,0,17
2021-12-07 11:19:36.207,0.404489,0.594725,0.658913,0.073032,0.026157,0.025397,0,0,17
2021-12-07 11:19:37.705,0.403116,0.593699,0.658062,0.074512,0.023658,0.023855,0,0,17
2021-12-07 11:19:39.205,0.403679,0.594768,0.659178,0.074367,0.025072,0.02578,0,0,17
2021-12-07 11:19:40.706,0.404052,0.594602,0.658999,0.074734,0.025275,0.024878,0,0,17
2021-12-07 11:19:42.207,0.403419,0.594319,0.658956,0.075656,0.025823,0.026726,0,0,17
2021-12-07 11:19:43.703,0.404265,0.594782,0.658689,0.073872,0.027088,0.026483,0,0,17
2021-12-07 11:19:45.204,0.403694,0.593786,0.657432,0.073634,0.026049,0.025981,0,0,17
2021-12-07 11:19:46.706,0.40352,0.594071,0.658717,0.075528,0.026335,0.026713,0,0,17
2021-12-07 11:19:48.205,0.40403,0.595311,0.66036,0.074235,0.024236,0.025432,0,0,17
2021-12-07 11:19:49.705,0.402978,0.592892,0.656966,0.075187,0.027266,0.028254,0,0,17
2021-12-07 11:19:51.205,0.40508,0.595829,0.660091,0.072557,0.025584,0.025303,0,0,17
2021-12-07 11:19:52.706,0.403706,0.593805,0.658797,0.074742,0.026259,0.026547,0,0,17
2021-12-07 11:19:54.205,0.403865,0.594295,0.658166,0.075293,0.027132,0.027416,0,0,17
2021-12-07 11:19:55.706,0.40408,0.594718,0.658356,0.074939,0.0253,0.025022,0,0,17
2021-12-07 11:19:57.205,0.405441,0.595654,0.659613,0.073568,0.027439,0.02792,0,0,17
2021-12-07 11:19:58.706,0.404573,0.595061,0.658374,0.072286,0.0245,0.024942,0,0,17
2021-12-07 11:20:00.204,0.405522,0.596134,0.660373,0.072984,0.024675,0.024152,0,0,17
2021-12-07 11:20:01.701,0.405065,0.596126,0.660052,0.073197,0.024724,0.025311,0,0,17
2021-12-07 11:20:03.203,0.404404,0.595334,0.659243,0.073898,0.024681,0.02542,0,0,17
2021-12-07 11:20:04.704,0.4043,0.59504,0.659537,0.071703,0.024514,0.024919,0,0,17
2021-12-07 11:20:06.202,0.403637,0.593973,0.658644,0.072158,0.025289,0.025365,0,0,17
2021-12-07 11:20:07.703,0.405287,0.595645,0.660816,0.073358,0.026001,0.025123,0,0,17
2021-12-07 11:20:09.203,0.405578,0.597079,0.661139,0.072703,0.025307,0.025176,0,0,17
2021-12-07 11:20:10.703,0.403923,0.594371,0.658558,0.071063,0.025989,0.025542,0,0,17
2021-12-07 11:20:12.204,0.404031,0.595078,0.659494,0.073156,0.028704,0.030227,0,0,17
2021-12-07 11:20:13.704,0.405448,0.596537,0.660452,0.072632,0.026093,0.027596,0,0,17
2021-12-07 11:20:15.203,0.406219,0.597023,0.661911,0.073117,0.023739,0.023967,0,0,17
2021-12-07 11:20:16.704,0.404783,0.595578,0.658815,0.073015,0.026455,0.026697,0,0,17
2021-12-07 11:20:18.202,0.404706,0.594943,0.65862,0.071035,0.026954,0.026717,0,0,17
2021-12-07 11:20:19.704,0.405105,0.595176,0.659201,0.072392,0.024939,0.025122,0,0,17
2021-12-07 11:20:21.202,0.40418,0.594347,0.65835,0.071147,0.025108,0.024844,0,0,17
2021-12-07 11:20:22.703,0.403654,0.59347,0.658864,0.072343,0.028596,0.028257,0,0,17
2021-12-07 11:20:24.203,0.404652,0.594121,0.658834,0.072818,0.02432,0.024253,0,0,17
2021-12-07 11:20:25.703,0.404816,0.594846,0.659042,0.072519,0.025071,0.025079,0,0,17
2021-12-07 11:20:27.201,0.404734,0.595241,0.659423,0.07073,0.025854,0.025272,0,0,17
2021-12-07 11:20:28.703,0.404594,0.594396,0.658735,0.072258,0.024564,0.023951,0,0,17
2021-12-07 11:20:30.203,0.405012,0.595637,0.660622,0.072195,0.025917,0.025912,0,0,17
2021-12-07 11:20:31.702,0.402881,0.591969,0.657058,0.072252,0.026859,0.025749,0,0,17
2021-12-07 11:20:33.202,0.404456,0.594471,0.658962,0.071433,0.025734,0.025088,0,0,17
2021-12-07 11:20:34.702,0.404372,0.594671,0.658325,0.071782,0.025183,0.025374,0,0,17
2021-12-07 11:20:36.202,0.404482,0.594866,0.659104,0.070321,0.025916,0.025645,0,0,17
2021-12-07 11:20:37.703,0.404898,0.594886,0.659366,0.071474,0.026613,0.026358,0,0,17
2021-12-07 11:20:39.202,0.403848,0.593987,0.658975,0.072312,0.025111,0.024404,0,0,17
2021-12-07 11:20:40.700,0.403809,0.593496,0.658381,0.071464,0.024993,0.024457,0,0,17
2021-12-07 11:20:42.201,0.404566,0.594819,0.658962,0.070728,0.025516,0.025854,0,0,17
2021-12-07 11:20:43.701,0.404401,0.594249,0.65884,0.071425,0.027298,0.027028,0,0,17
2021-12-07 11:20:45.201,0.405112,0.595634,0.660621,0.072333,0.024363,0.024719,0,0,17
2021-12-07 11:20:46.701,0.403406,0.594344,0.658932,0.070174,0.027926,0.028087,0,0,17
2021-12-07 11:20:48.202,0.403653,0.594672,0.658931,0.071403,0.024986,0.026178,0,0,17
2021-12-07 11:20:49.701,0.403949,0.595209,0.659717,0.070154,0.025922,0.025907,0,0,17
2021-12-07 11:20:51.202,0.40373,0.59377,0.657952,0.072852,0.025309,0.025172,0,0,17
2021-12-07 11:20:52.700,0.403725,0.59406,0.659325,0.071941,0.027039,0.027929,0,0,17
2021-12-07 11:20:54.202,0.404825,0.594742,0.659054,0.070322,0.024671,0.024993,0,0,17
2021-12-07 11:20:55.701,0.403886,0.593692,0.657235,0.071149,0.026502,0.026451,0,0,17
2021-12-07 11:20:57.201,0.404339,0.594571,0.658919,0.072962,0.026348,0.026283,0,0,17
2021-12-07 11:20:58.698,0.405325,0.596031,0.660298,0.071756,0.024808,0.024661,0,0,17
2021-12-07 11:21:00.200,0.404823,0.595453,0.659726,0.069396,0.024926,0.025121,0,0,17
2021-12-07 11:21:01.701,0.404769,0.594952,0.659862,0.071749,0.02538,0.025132,0,0,17
2021-12-07 11:21:03.199,0.404324,0.594708,0.659539,0.07055,0.026408,0.025801,0,0,17
2021-12-07 11:21:04.701,0.403758,0.593525,0.657609,0.071176,0.027444,0.026939,0,0,17
2021-12-07 11:21:06.200,0.404503,0.595016,0.659968,0.071166,0.025071,0.024811,0,0,17
2021-12-07 11:21:07.700,0.404153,0.594253,0.658576,0.071879,0.024324,0.024588,0,0,17
2021-12-07 11:21:09.200,0.403445,0.593265,0.658074,0.070285,0.024459,0.02408,0,0,17
2021-12-07 11:21:10.701,0.404174,0.595152,0.660033,0.071646,0.025645,0.026164,0,0,17
2021-12-07 11:21:12.200,0.405711,0.596747,0.660918,0.071544,0.024003,0.025505,0,0,17
2021-12-07 11:21:13.701,0.404517,0.594651,0.658852,0.070558,0.025226,0.025117,0,0,17
2021-12-07 11:21:15.199,0.402937,0.593065,0.657394,0.072283,0.02353,0.023413,0,0,17
2021-12-07 11:21:16.699,0.404947,0.595465,0.659196,0.07243,0.025777,0.026026,0,0,17
2021-12-07 11:21:18.199,0.403122,0.592846,0.657713,0.071712,0.024626,0.024302,0,0,17
2021-12-07 11:21:19.699,0.404026,0.593433,0.65721,0.070562,0.025021,0.025274,0,0,17
2021-12-07 11:21:21.200,0.404052,0.594043,0.658117,0.071257,0.025596,0.025543,0,0,17
2021-12-07 11:21:22.699,0.403767,0.593815,0.657664,0.070609,0.025093,0.024739,0,0,17
2021-12-07 11:21:24.199,0.403892,0.594622,0.659348,0.073594,0.024235,0.024234,0,0,17
2021-12-07 11:21:25.698,0.40441,0.595497,0.659814,0.071589,0.02489,0.026542,0,0,17
2021-12-07 11:21:27.194,0.40344,0.59396,0.658025,0.072077,0.026476,0.0268,0,0,17
2021-12-07 11:21:28.698,0.403955,0.594773,0.659009,0.070678,0.02534,0.025646,0,0,17
2021-12-07 11:21:30.199,0.403671,0.594221,0.659813,0.071682,0.028311,0.028368,0,0,17
2021-12-07 11:21:31.699,0.40385,0.59396,0.657964,0.071626,0.026467,0.026727,0,0,17
2021-12-07 11:21:33.199,0.40371,0.593915,0.658166,0.072163,0.025275,0.025322,0,0,17
2021-12-07 11:21:34.699,0.404015,0.594419,0.657768,0.071637,0.028493,0.028364,0,0,17
2021-12-07 11:21:36.199,0.403861,0.594685,0.658999,0.068626,0.024707,0.024874,0,0,17
2021-12-07 11:21:37.699,0.404487,0.595683,0.660334,0.071745,0.026333,0.025168,0,0,17
2021-12-07 11:21:39.198,0.403098,0.59368,0.659152,0.071722,0.026122,0.026655,0,0,17
2021-12-07 11:21:40.698,0.403511,0.59402,0.659091,0.072117,0.026046,0.025846,0,0,17
2021-12-07 11:21:42.199,0.403511,0.594121,0.65865,0.071284,0.024793,0.025082,0,0,17
2021-12-07 11:21:43.698,0.40444,0.59537,0.660072,0.069771,0.024619,0.024273,0,0,17
2021-12-07 11:21:45.199,0.403496,0.594204,0.658007,0.071554,0.026455,0.02754,0,0,17
2021-12-07 11:21:46.698,0.40479,0.594621,0.659306,0.070027,0.023799,0.023291,0,0,17
2021-12-07 11:21:48.196,0.404334,0.595069,0.659478,0.070504,0.024186,0.023874,0,0,17
2021-12-07 11:21:49.697,0.404349,0.595012,0.659201,0.069206,0.02575,0.024692,0,0,17
2021-12-07 11:21:51.197,0.403942,0.59454,0.658773,0.070249,0.02516,0.025978,0,0,17
2021-12-07 11:21:52.694,0.404136,0.595345,0.660632,0.071092,0.024552,0.02396,0,0,17
2021-12-07 11:21:54.197,0.403876,0.594205,0.65882,0.070353,0.0258,0.025173,0,0,17
2021-12-07 11:21:55.698,0.405409,0.596743,0.660461,0.072271,0.025784,0.026937,0,0,17
2021-12-07 11:21:57.199,0.403129,0.593221,0.657591,0.06981,0.028962,0.029467,0,0,17
2021-12-07 11:21:58.698,0.403081,0.593489,0.657903,0.068534,0.024784,0.025317,0,0,17
2021-12-07 11:22:00.196,0.404107,0.595325,0.659423,0.070388,0.025113,0.025432,0,0,17
2021-12-07 11:22:01.697,0.404237,0.595246,0.660204,0.071654,0.023222,0.023,0,0,17
2021-12-07 11:22:03.197,0.403928,0.59536,0.658822,0.070886,0.028013,0.028899,0,0,17
2021-12-07 11:22:04.696,0.403518,0.595104,0.659686,0.071147,0.025623,0.025843,0,0,17
2021-12-07 11:22:06.197,0.404685,0.59554,0.660321,0.070357,0.024677,0.025026,0,0,17
2021-12-07 11:22:07.698,0.402835,0.59334,0.65816,0.070433,0.023995,0.024802,0,0,17
2021-12-07 11:22:09.197,0.404583,0.595037,0.659429,0.070178,0.026948,0.027216,0,0,17
2021-12-07 11:22:10.695,0.403543,0.594505,0.658632,0.069547,0.024077,0.023999,0,0,17
2021-12-07 11:22:12.195,0.404198,0.5953,0.658632,0.071443,0.026435,0.026575,0,0,17
2021-12-07 11:22:13.696,0.404416,0.595445,0.659507,0.07081,0.024986,0.025427,0,0,17
2021-12-07 11:22:15.196,0.403496,0.594515,0.659794,0.070216,0.025446,0.025234,0,0,17
2021-12-07 11:22:16.696,0.402895,0.593321,0.65881,0.070568,0.025901,0.027226,0,0,17
2021-12-07 11:22:18.195,0.402198,0.591983,0.656493,0.06934,0.025524,0.024593,0,0,17
2021-12-07 11:22:19.696,0.403531,0.593938,0.658827,0.070922,0.026214,0.026257,0,0,17
2021-12-07 11:22:21.194,0.402793,0.59357,0.65851,0.069128,0.023977,0.024327,0,0,17
2021-12-07 11:22:22.695,0.40238,0.593488,0.658785,0.070816,0.027295,0.029054,0,0,17
2021-12-07 11:22:24.195,0.404214,0.595007,0.658956,0.068915,0.025177,0.023936,0,0,17
2021-12-07 11:22:25.695,0.404202,0.594893,0.658313,0.069742,0.02595,0.026175,0,0,17
2021-12-07 11:22:27.195,0.403406,0.594537,0.658461,0.070322,0.023966,0.024775,0,0,17
2021-12-07 11:22:28.696,0.403664,0.594392,0.658754,0.068543,0.024621,0.024605,0,0,17
2021-12-07 11:22:30.195,0.403711,0.59543,0.660232,0.070555,0.026246,0.027059,0,0,17
2021-12-07 11:22:31.694,0.403703,0.595119,0.65952,0.068416,0.024228,0.02554,0,0,17
2021-12-07 11:22:33.194,0.403829,0.595259,0.659397,0.06674,0.026981,0.026942,0,0,17
2021-12-07 11:22:34.694,0.402695,0.594167,0.658166,0.068811,0.025947,0.026405,0,0,17
2021-12-07 11:22:36.194,0.403248,0.595053,0.659851,0.069225,0.027489,0.028094,0,0,17
2021-12-07 11:22:37.695,0.404088,0.595882,0.66088,0.068429,0.02441,0.023415,0,0,17
2021-12-07 11:22:39.195,0.404956,0.596439,0.660451,0.069789,0.026047,0.025727,0,0,17
2021-12-07 11:22:40.695,0.404228,0.595315,0.659299,0.070764,0.027328,0.027025,0,0,17
2021-12-07 11:22:42.193,0.403406,0.595496,0.659312,0.070272,0.024879,0.025106,0,0,17
2021-12-07 11:22:43.695,0.404024,0.594515,0.659537,0.070346,0.024482,0.024468,0,0,17
2021-12-07 11:22:45.193,0.402436,0.593619,0.658252,0.07032,0.02521,0.02613,0,0,17
2021-12-07 11:22:46.694,0.402174,0.593095,0.657878,0.070589,0.024672,0.024474,0,0,17
2021-12-07 11:22:48.194,0.404128,0.595216,0.659999,0.068198,0.026926,0.02664,0,0,17
2021-12-07 11:22:49.695,0.403017,0.59349,0.656881,0.068575,0.025072,0.02448,0,0,17
2021-12-07 11:22:51.194,0.403904,0.595556,0.659594,0.070117,0.023723,0.023849,0,0,17
2021-12-07 11:22:52.695,0.402247,0.593591,0.658576,0.071291,0.024484,0.025288,0,0,17
2021-12-07 11:22:54.194,0.403585,0.594396,0.659576,0.06895,0.025684,0.025666,0,0,17
2021-12-07 11:22:55.692,0.403448,0.594526,0.658957,0.069485,0.025958,0.025366,0,0,17
2021-12-07 11:22:57.193,0.403706,0.593679,0.658901,0.068962,0.025231,0.024017,0,0,17
2021-12-07 11:22:58.694,0.403136,0.593521,0.65767,0.069997,0.02778,0.028826,0,0,17
2021-12-07 11:23:00.194,0.403119,0.593405,0.658185,0.06911,0.025516,0.024643,0,0,17
2021-12-07 11:23:01.693,0.403799,0.595195,0.659288,0.069765,0.02642,0.028492,0,0,17
2021-12-07 11:23:03.194,0.40515,0.597079,0.660969,0.069703,0.025492,0.025634,0,0,17
2021-12-07 11:23:04.693,0.403329,0.59468,0.659129,0.068748,0.026504,0.026709,0,0,17
2021-12-07 11:23:06.194,0.403244,0.594501,0.659568,0.070332,0.023816,0.024063,0,0,17
2021-12-07 11:23:07.692,0.402047,0.593426,0.658467,0.067491,0.024811,0.024242,0,0,17
2021-12-07 11:23:09.193,0.402684,0.594022,0.658509,0.069007,0.02489,0.025358,0,0,17
2021-12-07 11:23:10.691,0.403278,0.593895,0.658504,0.069359,0.025986,0.024312,0,0,17
2021-12-07 11:23:12.193,0.402918,0.594315,0.658832,0.069094,0.023877,0.024829,0,0,17
2021-12-07 11:23:13.693,0.404373,0.596316,0.661586,0.068561,0.023508,0.023809,0,0,17
2021-12-07 11:23:15.191,0.403354,0.595587,0.660636,0.068155,0.024354,0.025031,0,0,17
2021-12-07 11:23:16.693,0.403398,0.59405,0.658209,0.069269,0.029256,0.028741,0,0,17
2021-12-07 11:23:18.191,0.403823,0.595983,0.660348,0.069033,0.025028,0.024901,0,0,17
2021-12-07 11:23:19.691,0.404261,0.596123,0.661059,0.068928,0.024003,0.023935,0,0,17
2021-12-07 11:23:21.192,0.403352,0.594959,0.658925,0.068483,0.023828,0.024491,0,0,17
2021-12-07 11:23:22.691,0.403588,0.594789,0.66006,0.068976,0.026007,0.025871,0,0,17
2021-12-07 11:23:24.192,0.402198,0.593049,0.657878,0.066704,0.024308,0.024064,0,0,17
2021-12-07 11:23:25.690,0.403595,0.595185,0.659294,0.06965,0.024559,0.024669,0,0,17
2021-12-07 11:23:27.192,0.403828,0.595326,0.659427,0.068793,0.02631,0.026891,0,0,17
2021-12-07 11:23:28.690,0.403956,0.596221,0.660446,0.068751,0.024211,0.023254,0,0,17
2021-12-07 11:23:30.191,0.402734,0.594086,0.658766,0.066576,0.025131,0.026213,0,0,17
2021-12-07 11:23:31.691,0.403773,0.595438,0.659642,0.068834,0.025101,0.025802,0,0,17
2021-12-07 11:23:33.192,0.403629,0.594462,0.65898,0.067993,0.026616,0.027446,0,0,17
2021-12-07 11:23:34.691,0.403795,0.59543,0.660612,0.068419,0.025587,0.025586,0,0,17
2021-12-07 11:23:36.191,0.404991,0.597086,0.662245,0.069544,0.025763,0.025112,0,0,17
2021-12-07 11:23:37.691,0.4042,0.595417,0.659544,0.069436,0.027715,0.028034,0,0,17
2021-12-07 11:23:39.190,0.404326,0.595893,0.660451,0.06847,0.02438,0.02469,0,0,17
2021-12-07 11:23:40.690,0.40392,0.595742,0.659802,0.068253,0.025163,0.025225,0,0,17
2021-12-07 11:23:42.190,0.403616,0.595014,0.659893,0.066225,0.024522,0.024536,0,0,17
2021-12-07 11:23:43.691,0.40392,0.59541,0.659348,0.067023,0.025912,0.025848,0,0,17
2021-12-07 11:23:45.191,0.403745,0.595984,0.660359,0.067959,0.02509,0.027201,0,0,17
2021-12-07 11:23:46.691,0.403924,0.594261,0.658423,0.06806,0.027587,0.027614,0,0,17
2021-12-07 11:23:48.191,0.403976,0.594916,0.659109,0.06713,0.026178,0.026028,0,0,17
2021-12-07 11:23:49.689,0.403126,0.593741,0.657737,0.068284,0.026181,0.026224,0,0,17
2021-12-07 11:23:51.191,0.403744,0.5947,0.659513,0.066979,0.025661,0.026726,0,0,17
2021-12-07 11:23:52.689,0.404597,0.595798,0.660704,0.066597,0.025393,0.023866,0,0,17
2021-12-07 11:23:54.190,0.404542,0.59583,0.659256,0.067585,0.024238,0.024724,0,0,17
2021-12-07 11:23:55.690,0.403231,0.593983,0.657553,0.06696,0.026047,0.025956,0,0,17
2021-12-07 11:23:57.191,0.403555,0.595295,0.659941,0.066489,0.024501,0.026084,0,0,17
2021-12-07 11:23:58.690,0.403403,0.594904,0.65976,0.067689,0.023518,0.023541,0,0,17
2021-12-07 11:24:00.191,0.403867,0.594823,0.658705,0.068398,0.028624,0.028876,0,0,17
2021-12-07 11:24:01.689,0.40225,0.593654,0.65778,0.0695,0.025028,0.024909,0,0,17
2021-12-07 11:24:03.191,0.403755,0.594956,0.658882,0.066102,0.025634,0.025616,0,0,17
2021-12-07 11:24:04.688,0.404632,0.596368,0.660198,0.067008,0.025231,0.024894,0,0,17
2021-12-07 11:24:06.189,0.403993,0.595666,0.659574,0.066687,0.02485,0.024275,0,0,17
2021-12-07 11:24:07.688,0.403494,0.594663,0.659276,0.06763,0.024296,0.023694,0,0,17
2021-12-07 11:24:09.189,0.403457,0.594791,0.65887,0.068913,0.023705,0.025372,0,0,17
2021-12-07 11:24:10.690,0.403741,0.594938,0.659317,0.067079,0.025877,0.026317,0,0,17
2021-12-07 11:24:12.189,0.403501,0.59454,0.6593,0.06712,0.023901,0.023399,0,0,17
2021-12-07 11:24:13.688,0.403736,0.594974,0.659717,0.068288,0.025245,0.024848,0,0,17
2021-12-07 11:24:15.188,0.403538,0.594574,0.658233,0.068418,0.026839,0.026814,0,0,17
2021-12-07 11:24:16.688,0.403273,0.593426,0.657192,0.069036,0.025571,0.026582,0,0,17
2021-12-07 11:24:18.189,0.40345,0.594127,0.658276,0.067215,0.025562,0.025305,0,0,17
2021-12-07 11:24:19.688,0.403438,0.593955,0.658326,0.069536,0.025286,0.026013,0,0,17
2021-12-07 11:24:21.189,0.404062,0.59463,0.658931,0.068019,0.025991,0.026807,0,0,17
2021-12-07 11:24:22.685,0.40297,0.593974,0.658449,0.064546,0.024719,0.024572,0,0,17
2021-12-07 11:24:24.187,0.40417,0.595369,0.65953,0.068422,0.025801,0.025928,0,0,17
2021-12-07 11:24:25.687,0.403653,0.59433,0.65808,0.06774,0.025927,0.025115,0,0,17
2021-12-07 11:24:27.187,0.40465,0.595514,0.65903,0.068155,0.02434,0.024946,0,0,17
2021-12-07 11:24:28.688,0.40386,0.595886,0.659776,0.066961,0.025287,0.02508,0,0,17
2021-12-07 11:24:30.187,0.403872,0.59544,0.658957,0.067193,0.025291,0.025781,0,0,17
2021-12-07 11:24:31.688,0.403811,0.595134,0.65879,0.069254,0.025006,0.024767,0,0,17
2021-12-07 11:24:33.186,0.403557,0.594915,0.659239,0.067312,0.024785,0.025028,0,0,17
2021-12-07 11:24:34.688,0.402422,0.592895,0.65764,0.068071,0.027104,0.025796,0,0,17
2021-12-07 11:24:36.186,0.404468,0.596424,0.659956,0.068039,0.025626,0.025815,0,0,17
2021-12-07 11:24:37.687,0.404137,0.595924,0.659238,0.068809,0.02533,0.025518,0,0,17
2021-12-07 11:24:39.187,0.40315,0.594251,0.658387,0.068279,0.026311,0.026699,0,0,17
2021-12-07 11:24:40.687,0.402716,0.593211,0.657658,0.066712,0.025951,0.025441,0,0,17
2021-12-07 11:24:42.187,0.403224,0.59431,0.658883,0.068223,0.024643,0.024055,0,0,17
2021-12-07 11:24:43.687,0.403612,0.59473,0.659397,0.066249,0.025953,0.025949,0,0,17
2021-12-07 11:24:45.187,0.402982,0.593414,0.657462,0.068157,0.02695,0.027148,0,0,17
2021-12-07 11:24:46.686,0.404109,0.595697,0.659238,0.067813,0.025824,0.026347,0,0,17
2021-12-07 11:24:48.186,0.403592,0.595146,0.658865,0.068377,0.027357,0.028065,0,0,17
2021-12-07 11:24:49.687,0.404608,0.595795,0.659415,0.067981,0.028212,0.028519,0,0,17
2021-12-07 11:24:51.186,0.403427,0.595391,0.659772,0.068198,0.024367,0.025453,0,0,17
2021-12-07 11:24:52.687,0.402125,0.593528,0.657536,0.067795,0.025997,0.025909,0,0,17
2021-12-07 11:24:54.187,0.404057,0.595018,0.658368,0.068198,0.025845,0.026495,0,0,17
2021-12-07 11:24:55.687,0.403126,0.594783,0.658454,0.06867,0.025578,0.026709,0,0,17
2021-12-07 11:24:57.185,0.403322,0.595065,0.658375,0.067642,0.024786,0.025488,0,0,17
2021-12-07 11:24:58.685,0.40321,0.594057,0.657903,0.068076,0.027581,0.027757,0,0,17
2021-12-07 11:25:00.186,0.40365,0.594823,0.658674,0.067162,0.025443,0.026825,0,0,17
2021-12-07 11:25:01.686,0.404524,0.595043,0.658178,0.067962,0.024249,0.024865,0,0,17
2021-12-07 11:25:03.186,0.403024,0.593496,0.658234,0.065314,0.023747,0.024199,0,0,17
2021-12-07 11:25:04.685,0.403942,0.595819,0.660796,0.067478,0.024619,0.024794,0,0,17
2021-12-07 11:25:06.186,0.402779,0.593787,0.657181,0.06702,0.024901,0.027458,0,0,17
2021-12-07 11:25:07.684,0.404555,0.596158,0.659974,0.068284,0.024233,0.024183,0,0,17
2021-12-07 11:25:09.185,0.402772,0.593598,0.657695,0.068094,0.027017,0.026545,0,0,17
2021-12-07 11:25:10.685,0.404086,0.595892,0.65968,0.06714,0.02469,0.025179,0,0,17
2021-12-07 11:25:12.185,0.403111,0.594333,0.658405,0.067086,0.024461,0.025225,0,0,17
2021-12-07 11:25:13.682,0.403542,0.59455,0.658511,0.066786,0.024323,0.02432,0,0,17
2021-12-07 11:25:15.184,0.404369,0.596299,0.65997,0.067832,0.025076,0.025161,0,0,17
2021-12-07 11:25:16.685,0.403003,0.594746,0.658178,0.066833,0.025351,0.025264,0,0,17
2021-12-07 11:25:18.186,0.403975,0.595173,0.659054,0.064646,0.025211,0.026431,0,0,17
2021-12-07 11:25:19.684,0.403599,0.594312,0.658981,0.066568,0.026878,0.02635,0,0,17
2021-12-07 11:25:21.184,0.403291,0.594932,0.659447,0.067044,0.0239,0.024391,0,0,17
2021-12-07 11:25:22.684,0.403349,0.594092,0.658203,0.067035,0.025654,0.025729,0,0,17
2021-12-07 11:25:24.184,0.405445,0.59737,0.660538,0.068625,0.027209,0.028853,0,0,17
2021-12-07 11:25:25.683,0.402233,0.59343,0.656965,0.066484,0.025418,0.025926,0,0,17
2021-12-07 11:25:27.184,0.404094,0.5952,0.660045,0.066105,0.023709,0.023939,0,0,17
2021-12-07 11:25:28.682,0.404751,0.596523,0.659717,0.065989,0.025256,0.026101,0,0,17
2021-12-07 11:25:30.183,0.403811,0.59555,0.659237,0.065775,0.025504,0.025278,0,0,17
2021-12-07 11:25:31.683,0.404709,0.595493,0.659374,0.066703,0.025391,0.0256,0,0,17
2021-12-07 11:25:33.184,0.40351,0.595033,0.659696,0.067503,0.02726,0.027959,0,0,17
2021-12-07 11:25:34.683,0.403932,0.595377,0.65908,0.066873,0.027778,0.028369,0,0,17
2021-12-07 11:25:36.184,0.403671,0.594798,0.658613,0.065851,0.025508,0.025961,0,0,17
2021-12-07 11:25:37.683,0.403217,0.594894,0.658479,0.067253,0.02378,0.022793,0,0,17
2021-12-07 11:25:39.184,0.40387,0.595148,0.658729,0.066943,0.025196,0.025103,0,0,17
2021-12-07 11:25:40.682,0.403634,0.594754,0.659466,0.066663,0.02594,0.026189,0,0,17
2021-12-07 11:25:42.184,0.404514,0.595914,0.659256,0.067382,0.025461,0.025427,0,0,17
2021-12-07 11:25:43.682,0.403865,0.595044,0.658957,0.065605,0.024548,0.024303,0,0,17
2021-12-07 11:25:45.183,0.403751,0.594644,0.659507,0.066593,0.025127,0.02495,0,0,17
2021-12-07 11:25:46.683,0.404264,0.595391,0.659484,0.0652,0.024859,0.02411,0,0,17
2021-12-07 11:25:48.183,0.404911,0.596943,0.659844,0.068085,0.025498,0.026247,0,0,17
2021-12-07 11:25:49.683,0.403668,0.594818,0.658901,0.065896,0.026567,0.026771,0,0,17
2021-12-07 11:25:51.183,0.403521,0.594699,0.659091,0.065354,0.025344,0.025507,0,0,17
2021-12-07 11:25:52.681,0.403865,0.594803,0.659343,0.066011,0.025688,0.025589,0,0,17
2021-12-07 11:25:54.182,0.404272,0.595435,0.659415,0.067592,0.025973,0.026246,0,0,17
2021-12-07 11:25:55.682,0.404477,0.596383,0.660053,0.06457,0.024449,0.02435,0,0,17
2021-12-07 11:25:57.183,0.403756,0.594979,0.65876,0.065918,0.024726,0.025317,0,0,17
2021-12-07 11:25:58.682,0.403932,0.596284,0.660642,0.066424,0.026467,0.026928,0,0,17
2021-12-07 11:26:00.183,0.405227,0.596859,0.661055,0.06755,0.025501,0.025494,0,0,17
2021-12-07 11:26:01.682,0.403651,0.595076,0.659564,0.066736,0.023943,0.025231,0,0,17
2021-12-07 11:26:03.183,0.40408,0.59448,0.658276,0.067067,0.027811,0.028903,0,0,17
2021-12-07 11:26:04.681,0.405585,0.595983,0.66033,0.066398,0.02638,0.027404,0,0,17
2021-12-07 11:26:06.181,0.406299,0.596309,0.659472,0.065495,0.023935,0.024362,0,0,17
2021-12-07 11:26:07.678,0.406463,0.597262,0.660577,0.067699,0.024924,0.025899,0,0,17
2021-12-07 11:26:09.181,0.405578,0.595464,0.658833,0.066007,0.027445,0.028443,0,0,17
2021-12-07 11:26:10.682,0.404919,0.593903,0.657266,0.064784,0.024379,0.024773,0,0,17
2021-12-07 11:26:12.178,0.405107,0.594034,0.65805,0.066081,0.025394,0.025959,0,0,17
2021-12-07 11:26:13.680,0.40446,0.594335,0.658148,0.065894,0.025915,0.026385,0,0,17
2021-12-07 11:26:15.180,0.404762,0.59463,0.657646,0.066175,0.024959,0.025358,0,0,17
