Time,TS outlet pressure (Mean),Pump outlet pressure (Mean),Differential pressure (Mean),Differential pressure (Std Dev),Pressure before pump (Std Dev),Pressure after pump (Std Dev),Plug,Plug_future,LogId
2021-12-07 11:09:51.743,0.40494,0.595698,0.660439,0.104319,0.028194,0.028703,0,0,17
2021-12-07 11:09:52.743,0.405523,0.596727,0.661954,0.105207,0.024054,0.023723,0,0,17
2021-12-07 11:09:53.742,0.405418,0.596376,0.661587,0.103825,0.025626,0.026057,0,0,17
2021-12-07 11:09:54.743,0.405586,0.596927,0.66167,0.106444,0.026095,0.025363,0,0,17
2021-12-07 11:09:55.743,0.404851,0.595189,0.660778,0.102936,0.026221,0.025529,0,0,17
2021-12-07 11:09:56.743,0.405959,0.597105,0.662441,0.102184,0.025701,0.02498,0,0,17
2021-12-07 11:09:57.742,0.406159,0.597725,0.661559,0.103075,0.025234,0.025482,0,0,17
2021-12-07 11:09:58.739,0.405741,0.596802,0.661251,0.104579,0.029221,0.029182,0,0,17
2021-12-07 11:09:59.743,0.404611,0.594918,0.659633,0.101914,0.027633,0.026985,0,0,17
2021-12-07 11:10:00.742,0.405423,0.596145,0.660429,0.103018,0.02457,0.025521,0,0,17
2021-12-07 11:10:01.743,0.405702,0.597063,0.661881,0.102445,0.028073,0.02872,0,0,17
2021-12-07 11:10:02.743,0.404116,0.594554,0.659998,0.101729,0.028664,0.028802,0,0,17
2021-12-07 11:10:03.738,0.404484,0.595551,0.660063,0.101412,0.025188,0.02629,0,0,17
2021-12-07 11:10:04.741,0.405671,0.59656,0.661521,0.102336,0.026251,0.026169,0,0,17
2021-12-07 11:10:05.741,0.40504,0.596239,0.66076,0.103161,0.025523,0.025999,0,0,17
2021-12-07 11:10:06.737,0.406028,0.596865,0.660934,0.100706,0.024042,0.024499,0,0,17
2021-12-07 11:10:07.741,0.405927,0.595827,0.66121,0.098512,0.024756,0.025374,0,0,17
2021-12-07 11:10:08.742,0.405758,0.596208,0.66202,0.099598,0.027255,0.027197,0,0,17
2021-12-07 11:10:09.743,0.405618,0.596307,0.661146,0.103278,0.027919,0.028908,0,0,17
2021-12-07 11:10:10.737,0.405386,0.596606,0.661291,0.100726,0.0242,0.024665,0,0,17
2021-12-07 11:10:11.741,0.4061,0.597559,0.662712,0.103231,0.026902,0.02725,0,0,17
2021-12-07 11:10:12.741,0.405145,0.596171,0.662092,0.099386,0.025182,0.025137,0,0,17
2021-12-07 11:10:13.743,0.40548,0.596769,0.662267,0.101674,0.025476,0.026623,0,0,17
2021-12-07 11:10:14.738,0.404932,0.596364,0.660977,0.101297,0.027672,0.028502,0,0,17
2021-12-07 11:10:15.741,0.405095,0.596151,0.660477,0.102826,0.025417,0.026942,0,0,17
2021-12-07 11:10:16.741,0.404972,0.595709,0.660209,0.098746,0.024168,0.023296,0,0,17
2021-12-07 11:10:17.741,0.405324,0.596139,0.66234,0.099821,0.023921,0.024535,0,0,17
2021-12-07 11:10:18.740,0.405345,0.596643,0.66234,0.100701,0.024602,0.024699,0,0,17
2021-12-07 11:10:19.738,0.406107,0.597491,0.662363,0.101705,0.023619,0.024645,0,0,17
2021-12-07 11:10:20.741,0.405147,0.596005,0.661201,0.100433,0.023825,0.024318,0,0,17
2021-12-07 11:10:21.741,0.405964,0.5971,0.66212,0.098464,0.023441,0.02348,0,0,17
2021-12-07 11:10:22.740,0.404993,0.595819,0.660714,0.101177,0.025428,0.025191,0,0,17
2021-12-07 11:10:23.741,0.405192,0.596349,0.661008,0.102603,0.025873,0.025345,0,0,17
2021-12-07 11:10:24.741,0.405035,0.595404,0.660457,0.09998,0.024977,0.025098,0,0,17
2021-12-07 11:10:25.740,0.404069,0.594165,0.658822,0.098535,0.027183,0.027059,0,0,17
2021-12-07 11:10:26.740,0.405103,0.596003,0.661238,0.099258,0.025331,0.025171,0,0,17
2021-12-07 11:10:27.741,0.403785,0.594837,0.660246,0.100906,0.025053,0.023861,0,0,17
2021-12-07 11:10:28.741,0.405518,0.595583,0.659988,0.098943,0.026033,0.026557,0,0,17
2021-12-07 11:10:29.739,0.405456,0.596459,0.660793,0.101166,0.026915,0.026681,0,0,17
2021-12-07 11:10:30.736,0.403895,0.593889,0.658686,0.10027,0.023379,0.023221,0,0,17
2021-12-07 11:10:31.738,0.404388,0.594623,0.659506,0.098784,0.02569,0.025237,0,0,17
2021-12-07 11:10:32.738,0.406657,0.597615,0.662175,0.098934,0.024809,0.024671,0,0,17
2021-12-07 11:10:33.736,0.40528,0.596285,0.661966,0.099238,0.025877,0.025104,0,0,17
2021-12-07 11:10:34.739,0.405257,0.595282,0.6611,0.10004,0.025978,0.024569,0,0,17
2021-12-07 11:10:35.741,0.405632,0.596696,0.661727,0.097819,0.024859,0.025121,0,0,17
2021-12-07 11:10:36.736,0.406383,0.596907,0.661965,0.099487,0.024447,0.025615,0,0,17
2021-12-07 11:10:37.739,0.405692,0.595759,0.660926,0.098097,0.028979,0.028731,0,0,17
2021-12-07 11:10:38.739,0.405681,0.596922,0.661504,0.099723,0.024829,0.024949,0,0,17
2021-12-07 11:10:39.738,0.404541,0.595504,0.661293,0.10019,0.024823,0.024238,0,0,17
2021-12-07 11:10:40.741,0.405019,0.596303,0.660956,0.09977,0.025851,0.024658,0,0,17
2021-12-07 11:10:41.739,0.405819,0.596096,0.66118,0.099258,0.024635,0.025722,0,0,17
2021-12-07 11:10:42.739,0.405681,0.595908,0.66053,0.096931,0.024006,0.023654,0,0,17
2021-12-07 11:10:43.738,0.404825,0.595782,0.660907,0.099071,0.025164,0.025349,0,0,17
2021-12-07 11:10:44.739,0.403665,0.594716,0.660016,0.098706,0.025418,0.02529,0,0,17
2021-12-07 11:10:45.739,0.405402,0.596003,0.661155,0.10003,0.025734,0.026029,0,0,17
2021-12-07 11:10:46.739,0.404457,0.59396,0.65828,0.093204,0.025496,0.025674,0,0,17
2021-12-07 11:10:47.738,0.404599,0.594984,0.660089,0.098666,0.026033,0.026254,0,0,17
2021-12-07 11:10:48.739,0.405334,0.595425,0.659933,0.097057,0.023204,0.024339,0,0,17
2021-12-07 11:10:49.739,0.405224,0.59646,0.661256,0.097698,0.02374,0.023732,0,0,17
2021-12-07 11:10:50.739,0.404615,0.595373,0.66031,0.098248,0.026212,0.026037,0,0,17
2021-12-07 11:10:51.738,0.404174,0.595704,0.660549,0.102078,0.026759,0.02768,0,0,17
2021-12-07 11:10:52.739,0.406033,0.597893,0.662496,0.095514,0.026192,0.026221,0,0,17
2021-12-07 11:10:53.739,0.405292,0.596659,0.661486,0.096105,0.024886,0.025092,0,0,17
2021-12-07 11:10:54.735,0.404743,0.595938,0.662077,0.098231,0.023402,0.024298,0,0,17
2021-12-07 11:10:55.738,0.406111,0.597408,0.663207,0.098951,0.024127,0.023949,0,0,17
2021-12-07 11:10:56.739,0.404925,0.595347,0.660521,0.098047,0.02548,0.026017,0,0,17
2021-12-07 11:10:57.739,0.404478,0.593997,0.659051,0.096818,0.025872,0.025241,0,0,17
2021-12-07 11:10:58.734,0.404503,0.595626,0.660107,0.096633,0.024894,0.02497,0,0,17
2021-12-07 11:10:59.737,0.403519,0.594387,0.6587,0.097501,0.026136,0.026167,0,0,17
2021-12-07 11:11:00.739,0.404912,0.596407,0.660886,0.098555,0.026369,0.025863,0,0,17
2021-12-07 11:11:01.738,0.404191,0.595219,0.66045,0.096619,0.02591,0.026067,0,0,17
2021-12-07 11:11:02.734,0.404943,0.596227,0.66087,0.099257,0.024028,0.024617,0,0,17
2021-12-07 11:11:03.737,0.404912,0.596581,0.66088,0.096042,0.02509,0.026495,0,0,17
2021-12-07 11:11:04.738,0.40556,0.596628,0.661422,0.096803,0.030839,0.031184,0,0,17
2021-12-07 11:11:05.735,0.405427,0.596854,0.661764,0.092334,0.025363,0.025509,0,0,17
2021-12-07 11:11:06.738,0.404441,0.595345,0.660037,0.098916,0.026229,0.0264,0,0,17
2021-12-07 11:11:07.735,0.405527,0.596506,0.660907,0.094727,0.023894,0.024878,0,0,17
2021-12-07 11:11:08.738,0.404687,0.595665,0.660944,0.09353,0.024479,0.024061,0,0,17
2021-12-07 11:11:09.735,0.405327,0.596296,0.661229,0.094734,0.026654,0.027269,0,0,17
2021-12-07 11:11:10.738,0.405158,0.596188,0.661704,0.099461,0.02695,0.02668,0,0,17
2021-12-07 11:11:11.737,0.404872,0.596166,0.660687,0.094797,0.026809,0.02671,0,0,17
2021-12-07 11:11:12.738,0.404153,0.594039,0.659612,0.097194,0.025398,0.025012,0,0,17
2021-12-07 11:11:13.738,0.406369,0.597452,0.661835,0.094531,0.031483,0.03125,0,0,17
2021-12-07 11:11:14.738,0.404384,0.594207,0.658757,0.098267,0.025136,0.024243,0,0,17
2021-12-07 11:11:15.737,0.405203,0.596454,0.660604,0.095189,0.023432,0.02373,0,0,17
2021-12-07 11:11:16.735,0.4041,0.593921,0.659506,0.095841,0.024505,0.024678,0,0,17
2021-12-07 11:11:17.738,0.405273,0.59623,0.661201,0.096727,0.02508,0.025137,0,0,17
2021-12-07 11:11:18.734,0.404695,0.595221,0.660335,0.094793,0.026292,0.026041,0,0,17
2021-12-07 11:11:19.737,0.405383,0.595387,0.660486,0.096337,0.027594,0.02833,0,0,17
2021-12-07 11:11:20.738,0.404132,0.595362,0.660448,0.095904,0.029773,0.030628,0,0,17
2021-12-07 11:11:21.738,0.404694,0.596733,0.661137,0.095529,0.024663,0.024594,0,0,17
2021-12-07 11:11:22.738,0.405712,0.596575,0.661339,0.094581,0.025981,0.025678,0,0,17
2021-12-07 11:11:23.737,0.405549,0.594344,0.658886,0.096377,0.024766,0.025185,0,0,17
2021-12-07 11:11:24.738,0.408133,0.598528,0.662276,0.093183,0.02683,0.026028,0,0,17
2021-12-07 11:11:25.735,0.404514,0.59445,0.658952,0.094157,0.025123,0.025997,0,0,17
2021-12-07 11:11:26.736,0.405922,0.59573,0.660705,0.095272,0.025028,0.025949,0,0,17
2021-12-07 11:11:27.732,0.407934,0.598134,0.662703,0.093157,0.026488,0.027442,0,0,17
