Time,TS outlet pressure (Mean),TS inlet pressure (Mean),Pump outlet pressure (Mean),Plug,LogId
1900-01-01 13:57:42.474,0.212488,0.284606,0.339518,0,24
1900-01-01 13:57:43.474,0.212672,0.284081,0.338599,0,24
1900-01-01 13:57:44.474,0.212394,0.28491,0.339729,0,24
1900-01-01 13:57:45.474,0.212667,0.285057,0.340519,0,24
1900-01-01 13:57:46.474,0.210903,0.283619,0.338085,0,24
1900-01-01 13:57:47.474,0.211312,0.283083,0.338278,0,24
1900-01-01 13:57:48.474,0.210887,0.282989,0.337699,0,24
1900-01-01 13:57:49.474,0.2118,0.28344,0.339509,0,24
1900-01-01 13:57:50.474,0.211732,0.285351,0.340418,0,24
1900-01-01 13:57:51.474,0.212105,0.283855,0.339444,0,24
1900-01-01 13:57:52.474,0.210918,0.281876,0.337524,0,24
1900-01-01 13:57:53.474,0.211422,0.284181,0.339141,0,24
1900-01-01 13:57:54.474,0.211559,0.283262,0.338911,0,24
1900-01-01 13:57:55.474,0.210934,0.283299,0.33836,0,24
1900-01-01 13:57:56.474,0.212042,0.284322,0.339481,0,24
1900-01-01 13:57:57.474,0.211044,0.282989,0.33814,0,24
1900-01-01 13:57:58.474,0.210882,0.282947,0.33881,0,24
1900-01-01 13:57:59.474,0.21085,0.282627,0.337634,0,24
1900-01-01 13:58:00.474,0.211743,0.282952,0.337552,0,24
1900-01-01 13:58:01.474,0.21065,0.282784,0.337818,0,24
1900-01-01 13:58:02.474,0.211338,0.283089,0.338967,0,24
1900-01-01 13:58:03.474,0.211176,0.283173,0.338351,0,24
1900-01-01 13:58:04.474,0.211653,0.283719,0.338654,0,24
1900-01-01 13:58:05.474,0.210036,0.281429,0.336266,0,24
1900-01-01 13:58:06.474,0.210987,0.283068,0.338094,0,24
1900-01-01 13:58:07.474,0.210293,0.2828,0.337561,0,24
1900-01-01 13:58:08.474,0.21085,0.282469,0.33769,0,24
1900-01-01 13:58:09.474,0.211764,0.283299,0.339343,0,24
1900-01-01 13:58:10.474,0.210645,0.283173,0.338847,0,24
1900-01-01 13:58:11.474,0.211055,0.283194,0.338388,0,24
1900-01-01 13:58:12.474,0.21096,0.282821,0.338663,0,24
1900-01-01 13:58:13.474,0.21011,0.281377,0.336964,0,24
1900-01-01 13:58:14.474,0.210283,0.28145,0.336504,0,24
1900-01-01 13:58:15.474,0.211527,0.28354,0.337046,0,24
1900-01-01 13:58:16.474,0.210251,0.281923,0.337579,0,24
1900-01-01 13:58:17.474,0.210614,0.282742,0.337644,0,24
1900-01-01 13:58:18.474,0.21138,0.282464,0.337487,0,24
1900-01-01 13:58:19.474,0.210682,0.282222,0.337478,0,24
1900-01-01 13:58:20.474,0.210241,0.282206,0.337432,0,24
1900-01-01 13:58:21.474,0.210493,0.282312,0.337065,0,24
1900-01-01 13:58:22.474,0.209957,0.28154,0.336899,0,24
1900-01-01 13:58:23.474,0.210735,0.282816,0.336973,0,24
1900-01-01 13:58:24.474,0.210897,0.283309,0.336991,0,24
1900-01-01 13:58:25.474,0.21044,0.28124,0.337294,0,24
1900-01-01 13:58:26.474,0.210167,0.281634,0.337147,0,24
1900-01-01 13:58:27.474,0.210099,0.281576,0.337138,0,24
1900-01-01 13:58:28.474,0.211323,0.282338,0.337533,0,24
1900-01-01 13:58:29.474,0.210824,0.281965,0.337588,0,24
1900-01-01 13:58:30.474,0.209926,0.281949,0.33723,0,24
1900-01-01 13:58:31.474,0.210257,0.28175,0.337543,0,24
1900-01-01 13:58:32.474,0.209873,0.281524,0.337359,0,24
1900-01-01 13:58:33.474,0.209921,0.28166,0.337193,0,24
1900-01-01 13:58:34.474,0.209984,0.281933,0.337166,0,24
1900-01-01 13:58:35.474,0.209868,0.280988,0.337157,0,24
1900-01-01 13:58:36.474,0.210377,0.281209,0.337138,0,24
1900-01-01 13:58:37.474,0.209984,0.282007,0.337396,0,24
1900-01-01 13:58:38.474,0.210183,0.281466,0.337304,0,24
1900-01-01 13:58:39.474,0.210787,0.281933,0.337267,0,24
1900-01-01 13:58:40.474,0.211296,0.283477,0.338002,0,24
1900-01-01 13:58:41.474,0.210341,0.282122,0.337855,0,24
1900-01-01 13:58:42.474,0.210141,0.281996,0.337791,0,24
1900-01-01 13:58:43.474,0.209705,0.282212,0.337956,0,24
1900-01-01 13:58:44.474,0.210209,0.282049,0.337699,0,24
1900-01-01 13:58:45.474,0.210288,0.281692,0.337644,0,24
1900-01-01 13:58:46.474,0.210393,0.281944,0.338204,0,24
1900-01-01 13:58:47.474,0.209763,0.281545,0.337846,0,24
