Time,TS outlet pressure (Mean),TS inlet pressure (Mean),Pump outlet pressure (Mean),Flow rate (Mean),Plug,Plug_future,LogId
1900-01-01 13:55:39.663,0.354064,0.366056,0.646015,0.622937,0,0.0,10
1900-01-01 13:55:40.663,0.354553,0.366539,0.646474,1.042555,0,0.0,10
1900-01-01 13:55:41.663,0.354437,0.365835,0.64595,0.740807,0,0.0,10
1900-01-01 13:55:42.663,0.354327,0.365914,0.6464,1.16514,0,0.0,10
1900-01-01 13:55:43.663,0.354642,0.365273,0.646134,0.886966,0,0.0,10
1900-01-01 13:55:44.663,0.353529,0.3653,0.645969,0.825674,0,0.0,10
1900-01-01 13:55:45.663,0.354295,0.366045,0.64606,0.66537,0,0.0,10
1900-01-01 13:55:46.663,0.354154,0.365657,0.646253,0.608793,0,0.0,10
1900-01-01 13:55:47.663,0.354012,0.365777,0.645923,0.924685,0,0.0,10
1900-01-01 13:55:48.663,0.353429,0.365798,0.645794,0.877537,0,0.0,10
1900-01-01 13:55:49.663,0.354295,0.366381,0.646143,0.632367,0,0.0,10
1900-01-01 13:55:50.663,0.354043,0.365678,0.645794,1.014266,0,0.0,10
1900-01-01 13:55:51.663,0.35461,0.36614,0.645959,0.952974,0,0.0,10
1900-01-01 13:55:52.663,0.354773,0.366397,0.646263,1.018981,0,0.0,10
1900-01-01 13:55:53.663,0.353833,0.36509,0.646226,0.839818,0,0.0,10
1900-01-01 13:55:54.663,0.353828,0.365945,0.645831,1.070844,0,0.0,10
1900-01-01 13:55:55.663,0.354364,0.365898,0.645812,0.901111,0,0.0,10
1900-01-01 13:55:56.663,0.353088,0.364922,0.645941,0.721948,0,0.0,10
1900-01-01 13:55:57.663,0.353886,0.365861,0.645766,0.948259,0,0.0,10
1900-01-01 13:55:58.663,0.353324,0.365373,0.645693,1.042555,0,0.0,10
1900-01-01 13:55:59.663,0.354442,0.365735,0.646152,1.042555,0,0.0,10
1900-01-01 13:56:00.663,0.353744,0.365657,0.64607,0.740807,0,0.0,10
1900-01-01 13:56:01.663,0.353382,0.36499,0.64595,0.967118,0,0.0,10
1900-01-01 13:56:02.663,0.35209,0.364076,0.645629,0.835103,0,0.0,10
1900-01-01 13:56:03.663,0.348173,0.359965,0.645436,1.349017,0,0.0,10
1900-01-01 13:56:04.663,0.340434,0.351633,0.644296,1.103847,0,0.0,10
1900-01-01 13:56:05.663,0.334375,0.34497,0.642882,0.797385,0,0.0,10
1900-01-01 13:56:06.663,0.324473,0.334495,0.64086,0.750237,0,0.0,10
