Time,TS outlet pressure (Mean),Pump outlet pressure (Mean),Differential pressure (Mean),Flow rate (Mean),Tank temperature (Mean),Temperature TS inlet (Mean),Temperature TS outlet (Mean),Bypass temperature (Mean),Temperature TS outlet (Std Dev),Temperature TS inlet (Std Dev),Bypass temperature (Std Dev),Tank temperature (Std Dev),Differential pressure (Std Dev),Pressure before pump (Std Dev),Pressure after pump (Std Dev),Flow rate (Std Dev),Plug,Anomaly,Plug_future
1900-01-01 10:19:06.312,1.088734,0.000622,0.325102,1929.75995,-4.816434,-4.700078,-4.536018,21.823007,0.209131,0.427303,0.284771,3.14545,0.018152,0.058329,0.005575,10.73755,0,0,0.0
1900-01-01 10:19:07.312,1.095716,0.000527,0.32762,1928.28646,-4.856464,-4.691044,-4.546035,21.807757,0.208896,0.416,0.290785,3.10886,0.018315,0.058011,0.005779,10.949484,0,0,0.0
1900-01-01 10:19:07.808,1.094787,0.000737,0.326845,1929.926073,-4.886292,-4.658842,-4.535572,21.8002,0.208871,0.390721,0.287734,3.151026,0.019119,0.056172,0.005664,11.439842,0,0,0.0
1900-01-01 10:19:08.312,1.096182,0.000768,0.327107,1931.836711,-4.940391,-4.717005,-4.544612,21.809984,0.201531,0.389353,0.296986,3.212127,0.017853,0.05698,0.00546,11.606133,0,0,0.0
1900-01-01 10:19:09.312,1.093574,0.000543,0.326279,1931.530248,-4.833627,-4.666106,-4.531465,21.828235,0.211102,0.414841,0.294876,3.121788,0.017827,0.057659,0.005587,11.153982,0,0,0.0
1900-01-01 10:19:10.312,1.093159,0.000511,0.325379,1929.823488,-4.845965,-4.639724,-4.525033,21.814189,0.210134,0.422038,0.292043,3.246458,0.017436,0.058594,0.005796,9.920287,0,0,0.0
1900-01-01 10:19:10.808,1.092744,0.000345,0.324734,1929.222654,-4.952446,-4.733467,-4.541659,21.813433,0.213897,0.446671,0.2881,3.105545,0.018191,0.057557,0.005883,11.893921,0,0,0.0
1900-01-01 10:19:11.312,1.092942,0.000831,0.325813,1927.748673,-4.757319,-4.623252,-4.508932,21.817798,0.206757,0.412159,0.294316,3.242462,0.018197,0.05634,0.005496,11.507421,0,0,0.0
1900-01-01 10:19:12.312,1.095107,0.000522,0.326894,1929.832917,-4.836121,-4.697213,-4.524902,21.829417,0.221001,0.493456,0.291711,3.20347,0.017987,0.057508,0.005721,11.334461,0,0,0.0
1900-01-01 10:19:13.312,1.09433,0.000448,0.327216,1929.64904,-4.834546,-4.666499,-4.51742,21.820228,0.218429,0.478066,0.288844,3.158733,0.017993,0.057452,0.00588,10.89943,0,0,0.0
1900-01-01 10:19:13.808,1.090658,0.000652,0.326049,1929.878544,-4.723289,-4.636349,-4.494553,21.82402,0.229457,0.468305,0.292503,3.240896,0.017928,0.054495,0.00574,10.298658,0,0,0.0
1900-01-01 10:19:14.811,1.093108,0.000368,0.326538,1929.667335,-4.844633,-4.669732,-4.508496,21.835787,0.22126,0.49578,0.287135,3.169764,0.017641,0.059797,0.005689,11.842526,0,0,0.0
1900-01-01 10:19:15.312,1.094059,0.000512,0.326318,1929.102875,-4.705749,-4.572246,-4.477754,21.842445,0.209822,0.466476,0.293378,3.312283,0.018164,0.057542,0.005643,12.401336,0,0,0.0
1900-01-01 10:19:15.808,1.096247,0.000801,0.325715,1929.916567,-4.876237,-4.658842,-4.515989,21.818462,0.224401,0.485135,0.294642,3.117796,0.017319,0.058349,0.005701,11.85007,0,0,0.0
1900-01-01 10:19:16.312,1.094484,0.000633,0.326743,1928.805763,-4.819559,-4.608929,-4.501379,21.798524,0.21794,0.464217,0.290338,3.251195,0.017328,0.056184,0.005769,10.650767,0,0,0.0
1900-01-01 10:19:16.808,1.092511,0.000621,0.325197,1929.745465,-4.832575,-4.584218,-4.481056,21.834077,0.225967,0.497432,0.286529,3.105661,0.017611,0.058071,0.005891,11.563792,0,0,0.0
1900-01-01 10:19:17.312,1.092526,0.000591,0.325357,1928.861891,-4.866433,-4.675598,-4.50216,21.828998,0.214559,0.430588,0.283916,3.206758,0.018631,0.059203,0.005766,10.647803,0,0,0.0
1900-01-01 10:19:18.312,1.092854,0.000595,0.32582,1928.555204,-4.873921,-4.601397,-4.482111,21.824297,0.223543,0.468582,0.290299,3.16982,0.01843,0.056674,0.005748,11.857214,0,0,0.0
1900-01-01 10:19:18.808,1.0896,0.000483,0.325234,1928.52874,-4.816698,-4.618354,-4.487937,21.818991,0.219195,0.418978,0.288243,3.244198,0.017935,0.057712,0.005643,10.670403,0,0,0.0
1900-01-01 10:19:19.811,1.093543,0.000771,0.326346,1927.721242,-4.812312,-4.612807,-4.479312,21.820866,0.212151,0.427085,0.295548,3.067127,0.017786,0.058028,0.005733,11.180086,0,0,0.0
1900-01-01 10:19:20.312,1.093032,0.000606,0.326373,1929.036999,-4.67929,-4.592681,-4.464654,21.838777,0.204023,0.404167,0.287718,3.197701,0.018268,0.054947,0.005732,11.017657,0,0,0.0
1900-01-01 10:19:21.310,1.095343,0.000669,0.327382,1930.022596,-4.742392,-4.601468,-4.473201,21.833962,0.220172,0.378887,0.294985,3.167261,0.017261,0.058726,0.005696,10.857276,0,0,0.0
1900-01-01 10:19:21.811,1.095422,0.000816,0.326519,1930.674478,-4.776482,-4.61495,-4.471204,21.831702,0.204682,0.405863,0.296532,3.187657,0.018624,0.057177,0.005499,11.131792,0,0,0.0
1900-01-01 10:19:22.312,1.094259,0.000784,0.327069,1930.843872,-4.827567,-4.592943,-4.468846,21.825152,0.202537,0.414369,0.288872,3.164591,0.018018,0.058587,0.005619,10.9565,0,0,0.0
1900-01-01 10:19:22.808,1.09377,0.00079,0.32653,1931.228348,-4.79447,-4.635291,-4.462796,21.857103,0.204659,0.401093,0.286618,3.215497,0.017339,0.055414,0.005702,11.417803,0,0,0.0
1900-01-01 10:19:23.811,1.094176,0.000541,0.326264,1929.813057,-4.757744,-4.614639,-4.455494,21.835525,0.217303,0.430438,0.294152,3.162463,0.018719,0.060433,0.005779,11.975051,0,0,0.0
1900-01-01 10:19:24.312,1.095831,0.000931,0.326593,1931.954346,-4.821018,-4.635909,-4.48771,21.814671,0.198283,0.428574,0.282202,3.149378,0.01812,0.054652,0.005606,11.784668,0,0,0.0
1900-01-01 10:19:24.811,1.094233,0.000774,0.328026,1931.028863,-4.633237,-4.569641,-4.447817,21.830279,0.214759,0.445394,0.280547,3.197293,0.017691,0.056312,0.005928,11.260021,0,0,0.0
1900-01-01 10:19:25.312,1.09407,0.000407,0.325932,1932.217848,-4.740854,-4.573294,-4.452864,21.839825,0.214753,0.497305,0.287042,3.146368,0.018853,0.061452,0.005505,11.701664,0,0,0.0
1900-01-01 10:19:25.808,1.093675,0.000578,0.326678,1930.924167,-4.776477,-4.631057,-4.466237,21.82799,0.217562,0.498633,0.292138,3.133539,0.018168,0.059202,0.005656,10.784109,0,0,0.0
1900-01-01 10:19:26.307,1.094201,0.000511,0.326332,1930.754856,-4.691366,-4.505987,-4.431245,21.834488,0.209666,0.456474,0.286506,3.202116,0.01811,0.059396,0.005723,12.20637,0,0,0.0
1900-01-01 10:19:26.811,1.093484,0.000549,0.326633,1930.489623,-4.811486,-4.60971,-4.458146,21.838375,0.225628,0.512339,0.301636,3.032707,0.017848,0.055964,0.005837,11.241381,0,0,0.0
1900-01-01 10:19:27.307,1.091029,0.000631,0.32716,1929.697937,-4.576428,-4.577602,-4.437126,21.857367,0.227993,0.516206,0.296885,3.09072,0.017596,0.054956,0.0057,9.664187,0,0,0.0
1900-01-01 10:19:27.811,1.094286,0.000508,0.32656,1930.152851,-4.801069,-4.51179,-4.43653,21.832384,0.222706,0.511021,0.30046,3.218319,0.017146,0.056312,0.005756,11.634385,0,0,0.0
1900-01-01 10:19:28.811,1.09454,0.00048,0.327005,1930.040369,-4.682166,-4.564646,-4.445095,21.838081,0.225881,0.508186,0.29954,3.146816,0.017673,0.05906,0.005695,12.092297,0,0,0.0
1900-01-01 10:19:29.811,1.092413,0.000558,0.3257,1929.696188,-4.726134,-4.59431,-4.445226,21.845563,0.237683,0.533188,0.286789,3.197815,0.017935,0.057881,0.005706,10.420068,0,0,0.0
1900-01-01 10:19:30.811,1.095842,0.000611,0.327069,1928.922959,-4.693847,-4.55664,-4.429737,21.846614,0.23538,0.510222,0.286973,3.148308,0.017686,0.057315,0.005731,12.387666,0,0,0.0
1900-01-01 10:19:31.307,1.094617,0.000684,0.326827,1931.446979,-4.635966,-4.528646,-4.409868,21.846516,0.222299,0.477952,0.281175,3.237847,0.017959,0.058468,0.005463,11.811177,0,0,0.0
1900-01-01 10:19:31.811,1.093828,0.000601,0.327016,1933.052832,-4.713049,-4.538874,-4.424029,21.839156,0.230707,0.528209,0.291919,3.22848,0.018313,0.055982,0.005729,12.489918,0,0,0.0
1900-01-01 10:19:32.811,1.093721,0.00048,0.326352,1931.794277,-4.648304,-4.554802,-4.414905,21.851996,0.230225,0.503404,0.298622,3.17257,0.01788,0.057973,0.005695,12.16963,0,0,0.0
1900-01-01 10:19:33.806,1.094055,0.000349,0.32693,1930.427007,-4.756745,-4.599069,-4.420457,21.857371,0.230682,0.511621,0.286772,3.157197,0.017187,0.055795,0.005549,12.177742,0,0,0.0
1900-01-01 10:19:34.809,1.092569,0.000347,0.326557,1930.828409,-4.763895,-4.571193,-4.41427,21.842854,0.241242,0.510836,0.297019,3.223327,0.018003,0.058654,0.005586,12.059614,0,0,0.0
1900-01-01 10:19:35.307,1.092649,0.000178,0.325814,1928.958595,-4.636427,-4.447619,-4.381624,21.843666,0.214311,0.499878,0.277313,3.095719,0.018439,0.058695,0.005751,10.1243,0,0,0.0
1900-01-01 10:19:35.811,1.092651,0.000164,0.325776,1929.105115,-4.832058,-4.590959,-4.41309,21.847491,0.233707,0.496272,0.279812,3.171708,0.017698,0.059518,0.005662,12.118948,0,0,0.0
1900-01-01 10:19:36.811,1.095569,0.000375,0.327593,1929.281285,-4.65526,-4.510963,-4.387077,21.852127,0.238853,0.525637,0.304015,3.208532,0.017897,0.055355,0.005672,11.219467,0,0,0.0
1900-01-01 10:19:37.310,1.091413,0.000269,0.326314,1931.765847,-4.748968,-4.613305,-4.410201,21.853429,0.227948,0.453317,0.28895,3.073517,0.018088,0.057749,0.005665,11.484047,0,0,0.0
1900-01-01 10:19:38.310,1.095396,0.000438,0.327078,1931.520819,-4.688859,-4.501382,-4.385896,21.850158,0.225819,0.486695,0.294946,3.14907,0.017905,0.062334,0.005608,12.795654,0,0,0.0
1900-01-01 10:19:39.310,1.096367,0.000333,0.327335,1932.322336,-4.660903,-4.508863,-4.38839,21.840575,0.217983,0.453674,0.293795,3.244507,0.017738,0.058632,0.005563,12.269682,0,0,0.0
1900-01-01 10:19:39.806,1.095464,0.000589,0.327549,1932.625681,-4.653695,-4.567282,-4.395842,21.848898,0.204239,0.458634,0.297656,3.222056,0.017915,0.06153,0.005964,11.545848,0,0,0.0
1900-01-01 10:19:40.809,1.095354,0.000378,0.326639,1931.876667,-4.719011,-4.518848,-4.372523,21.857644,0.224112,0.484609,0.289695,3.198764,0.017988,0.05689,0.005515,10.593761,0,0,0.0
1900-01-01 10:19:41.806,1.093905,0.00045,0.327363,1931.848533,-4.668137,-4.483678,-4.368542,21.855004,0.226226,0.506587,0.293089,3.187924,0.01785,0.058992,0.005632,11.918805,0,0,0.0
1900-01-01 10:19:42.809,1.092281,0.000415,0.326612,1931.124554,-4.610662,-4.500004,-4.367812,21.863141,0.230151,0.540682,0.29146,3.248884,0.017538,0.058568,0.005815,11.666859,0,0,0.0
1900-01-01 10:19:43.305,1.0972,-0.000131,0.327679,1930.287288,-4.809024,-4.567811,-4.374142,21.865572,0.241074,0.516853,0.28776,3.128168,0.0175,0.058183,0.005397,11.391748,0,0,0.0
1900-01-01 10:19:43.809,1.092661,0.000404,0.32667,1930.377365,-4.551071,-4.516999,-4.354491,21.883695,0.219179,0.545979,0.290005,3.198608,0.018003,0.05794,0.005812,12.653354,0,0,0.0
1900-01-01 10:19:44.305,1.094787,0.000494,0.327623,1933.177009,-4.624852,-4.446612,-4.341327,21.872983,0.225867,0.491734,0.29716,3.11199,0.019161,0.059791,0.005605,11.559892,0,0,0.0
1900-01-01 10:19:45.309,1.095824,0.00036,0.327052,1932.620947,-4.658386,-4.494187,-4.363986,21.846792,0.228416,0.523891,0.291068,3.16422,0.017342,0.058631,0.005667,11.200976,0,0,0.0
1900-01-01 10:19:46.310,1.095516,0.00064,0.327647,1932.178193,-4.674498,-4.509051,-4.358307,21.855412,0.240239,0.542055,0.294518,3.125332,0.017675,0.056202,0.005732,11.961122,0,0,0.0
1900-01-01 10:19:47.310,1.097769,0.00059,0.328052,1931.567967,-4.625072,-4.481562,-4.337329,21.864861,0.221834,0.474467,0.293541,3.197638,0.017593,0.059852,0.005748,10.660177,0,0,0.0
1900-01-01 10:19:47.806,1.092511,0.000748,0.327067,1933.443168,-4.536736,-4.451376,-4.34212,21.858955,0.231542,0.506528,0.290735,3.218425,0.017919,0.057287,0.005624,11.391621,0,0,0.0
1900-01-01 10:19:48.310,1.096172,0.00056,0.327034,1933.314766,-4.688049,-4.431579,-4.332094,21.85843,0.237852,0.497926,0.294526,3.200278,0.01785,0.058692,0.005838,10.405234,0,0,0.0
1900-01-01 10:19:48.806,1.0925,0.000494,0.326419,1932.47359,-4.656341,-4.528382,-4.350324,21.867425,0.215725,0.454119,0.294496,3.183517,0.017318,0.063719,0.005565,12.31989,0,0,0.0
1900-01-01 10:19:49.809,1.094809,0.000473,0.327793,1931.904871,-4.611839,-4.457474,-4.338235,21.86157,0.209138,0.44084,0.288932,3.200176,0.018002,0.057223,0.00575,10.817002,0,0,0.0
1900-01-01 10:19:50.809,1.095585,0.000364,0.327758,1931.275649,-4.606173,-4.45413,-4.327747,21.875231,0.208937,0.422524,0.292756,3.147321,0.017365,0.056179,0.005689,11.484492,0,0,0.0
1900-01-01 10:19:51.809,1.093143,0.000364,0.326187,1932.209181,-4.618904,-4.455443,-4.321972,21.861054,0.216705,0.401164,0.295051,3.238967,0.017957,0.057052,0.005747,12.147083,0,0,0.0
1900-01-01 10:19:52.305,1.094702,0.000568,0.327586,1930.829111,-4.616649,-4.509593,-4.328888,21.875629,0.207172,0.43728,0.290913,3.1597,0.017174,0.060066,0.005694,11.272172,0,0,0.0
1900-01-01 10:19:53.309,1.095584,0.000606,0.327747,1931.728702,-4.625573,-4.46425,-4.315221,21.87778,0.219726,0.458749,0.279752,3.185952,0.017857,0.058619,0.00569,12.198341,0,0,0.0
1900-01-01 10:19:54.309,1.095107,0.000317,0.327271,1932.47321,-4.592916,-4.440742,-4.303595,21.878776,0.229524,0.508321,0.283594,3.204033,0.018676,0.057256,0.005637,11.615253,0,0,0.0
1900-01-01 10:19:55.305,1.092064,0.000589,0.326828,1932.281683,-4.549587,-4.433255,-4.303605,21.875825,0.230173,0.511986,0.290128,3.207404,0.018214,0.05666,0.005845,11.153782,0,0,0.0
1900-01-01 10:19:56.309,1.091097,0.000805,0.326255,1930.859938,-4.562694,-4.455883,-4.310776,21.880134,0.241358,0.546425,0.29835,3.204878,0.018335,0.056826,0.005769,11.195776,0,0,0.0
1900-01-01 10:19:56.809,1.093028,0.000443,0.325746,1929.828202,-4.698572,-4.394541,-4.301101,21.858166,0.247005,0.600613,0.293593,3.259375,0.018671,0.060809,0.0059,12.337845,0,0,0.0
1900-01-01 10:19:57.305,1.092595,0.000419,0.326975,1928.842427,-4.651049,-4.491863,-4.320685,21.874041,0.239202,0.520481,0.301139,3.255259,0.018458,0.059568,0.00567,11.419436,0,0,0.0
1900-01-01 10:19:57.809,1.094161,0.000685,0.327581,1930.180915,-4.442218,-4.328972,-4.267765,21.894895,0.235853,0.495613,0.289284,3.253493,0.017426,0.058692,0.005847,11.831194,0,0,0.0
1900-01-01 10:19:58.809,1.095569,0.000443,0.327611,1930.997475,-4.655522,-4.477624,-4.308189,21.876806,0.248286,0.586109,0.292383,3.26404,0.018177,0.058417,0.005746,11.306711,0,0,0.0
1900-01-01 10:19:59.809,1.0935,0.00059,0.326996,1933.241724,-4.628616,-4.416197,-4.295063,21.876019,0.253074,0.575243,0.28973,3.196559,0.018412,0.056616,0.005824,11.559259,0,0,0.0
1900-01-01 10:20:00.809,1.093815,0.000695,0.32683,1931.926292,-4.555642,-4.414885,-4.275111,21.889803,0.254557,0.60852,0.278839,3.193446,0.018564,0.057429,0.005677,11.169388,0,0,0.0
1900-01-01 10:20:01.805,1.094979,0.000711,0.327031,1930.037888,-4.574624,-4.37962,-4.262224,21.88571,0.243905,0.624909,0.28577,3.233706,0.017777,0.055894,0.005679,10.951207,0,0,0.0
1900-01-01 10:20:02.309,1.095036,0.00057,0.327216,1932.061225,-4.705236,-4.465435,-4.302143,21.878746,0.240591,0.602123,0.287995,3.153415,0.017667,0.054134,0.005802,11.14663,0,0,0.0
1900-01-01 10:20:02.809,1.092335,0.000611,0.325415,1930.026224,-4.417699,-4.407666,-4.275374,21.888884,0.266839,0.655327,0.283189,3.238858,0.017305,0.060938,0.005577,11.273827,0,0,0.0
1900-01-01 10:20:03.305,1.094617,0.000557,0.32766,1930.924167,-4.610298,-4.374899,-4.265375,21.893891,0.256828,0.605896,0.294622,3.197489,0.018907,0.058681,0.005809,12.611477,0,0,0.0
1900-01-01 10:20:04.309,1.094413,0.000585,0.327189,1930.766017,-4.519685,-4.436142,-4.271162,21.890594,0.249026,0.605532,0.296674,3.168359,0.018041,0.05715,0.00559,11.597604,0,0,0.0
1900-01-01 10:20:04.805,1.093262,0.000674,0.326456,1931.437473,-4.744723,-4.442908,-4.281518,21.875894,0.260382,0.6123,0.282841,3.324932,0.016927,0.055749,0.00578,12.065708,0,0,0.0
1900-01-01 10:20:05.808,1.090841,0.000352,0.325338,1930.0998,-4.58907,-4.369404,-4.241392,21.91052,0.254359,0.646997,0.295073,3.272247,0.018707,0.058762,0.005762,11.654537,0,0,0.0
1900-01-01 10:20:06.805,1.092494,0.000624,0.326258,1928.079524,-4.566113,-4.377569,-4.256898,21.886604,0.248404,0.583741,0.291872,3.290339,0.018225,0.059098,0.005556,11.283464,0,0,0.0
1900-01-01 10:20:07.808,1.095725,0.000268,0.326896,1930.179712,-4.60268,-4.389688,-4.256311,21.894552,0.232867,0.556186,0.29126,3.205231,0.01866,0.055877,0.00566,11.525282,0,0,0.0
1900-01-01 10:20:08.805,1.0946,0.000397,0.327032,1933.063885,-4.568614,-4.383229,-4.248077,21.902141,0.230468,0.511646,0.296325,3.231231,0.017901,0.056911,0.00562,11.792538,0,0,0.0
1900-01-01 10:20:09.309,1.094328,0.000351,0.326578,1932.772189,-4.523207,-4.416995,-4.244325,21.903751,0.221848,0.495873,0.297908,3.158107,0.018774,0.060789,0.005762,10.419583,0,0,0.0
1900-01-01 10:20:09.805,1.092024,0.000525,0.326252,1932.350016,-4.570871,-4.334147,-4.220121,21.905801,0.227953,0.464653,0.292436,3.237191,0.018373,0.0588,0.00557,10.554305,0,0,0.0
1900-01-01 10:20:10.808,1.093558,0.0003,0.326621,1930.452353,-4.539214,-4.383014,-4.22896,21.909865,0.238747,0.517858,0.289058,3.211423,0.017278,0.059529,0.005709,12.247273,0,0,0.0
1900-01-01 10:20:11.808,1.091862,0.000359,0.326215,1930.318542,-4.524011,-4.353327,-4.23337,21.905687,0.227957,0.472285,0.28988,3.160099,0.01801,0.055585,0.005629,11.164115,0,0,0.0
1900-01-01 10:20:12.305,1.094038,0.000235,0.326883,1928.938574,-4.472202,-4.345705,-4.221143,21.926837,0.2212,0.468893,0.271414,3.237055,0.017812,0.059015,0.005537,10.148086,0,0,0.0
1900-01-01 10:20:12.808,1.093522,0.00069,0.32718,1930.510378,-4.489094,-4.348593,-4.238928,21.886616,0.229182,0.508211,0.284205,3.254374,0.017797,0.055164,0.005696,11.118663,0,0,0.0
1900-01-01 10:20:13.808,1.092959,0.000123,0.326297,1930.969186,-4.541336,-4.385615,-4.227989,21.904636,0.228033,0.480145,0.286969,3.11389,0.01785,0.057956,0.005527,11.321768,0,0,0.0
1900-01-01 10:20:14.808,1.093873,0.000569,0.326711,1931.044623,-4.562204,-4.389159,-4.22602,21.908706,0.228421,0.478018,0.286288,3.198434,0.017511,0.058046,0.005688,11.437652,0,0,0.0
1900-01-01 10:20:15.309,1.092425,0.000648,0.325126,1931.352055,-4.494074,-4.279609,-4.195319,21.902711,0.215983,0.48553,0.276277,3.204176,0.018442,0.060532,0.005696,12.045988,0,0,0.0
1900-01-01 10:20:15.805,1.095676,0.000345,0.32716,1932.587658,-4.572723,-4.405066,-4.216946,21.916123,0.230052,0.450326,0.303177,3.139881,0.01775,0.056709,0.005572,12.058067,0,0,0.0
1900-01-01 10:20:16.808,1.09471,0.000436,0.327134,1932.125804,-4.468944,-4.279895,-4.197159,21.903321,0.235778,0.53396,0.284801,3.245779,0.018673,0.056384,0.005704,13.029126,0,0,0.0
1900-01-01 10:20:17.808,1.094734,0.000359,0.326619,1932.256329,-4.484636,-4.341251,-4.205543,21.907787,0.232492,0.50677,0.29039,3.178068,0.018199,0.058177,0.00557,11.155195,0,0,0.0
1900-01-01 10:20:18.808,1.094298,0.00049,0.32717,1933.576475,-4.528079,-4.365533,-4.210662,21.907393,0.225834,0.541782,0.278904,3.224926,0.017699,0.057863,0.005811,11.398922,0,0,0.0
1900-01-01 10:20:19.808,1.091158,0.000506,0.326233,1932.246899,-4.523354,-4.320513,-4.21145,21.89059,0.232343,0.51084,0.286301,3.239379,0.018127,0.059478,0.005718,11.852886,0,0,0.0
1900-01-01 10:20:20.808,1.094067,0.000485,0.326784,1930.544853,-4.478205,-4.311588,-4.192286,21.903849,0.226365,0.530387,0.289621,3.207274,0.017558,0.05705,0.005715,12.055751,0,0,0.0
1900-01-01 10:20:21.808,1.092797,0.000537,0.327005,1931.270934,-4.476761,-4.322744,-4.195305,21.89781,0.230308,0.523266,0.279625,3.226071,0.018731,0.056071,0.005546,11.499057,0,0,0.0
1900-01-01 10:20:22.808,1.091363,0.000532,0.326573,1931.134204,-4.468886,-4.327863,-4.184804,21.918683,0.248553,0.543443,0.297668,3.189775,0.018071,0.05656,0.005506,11.312547,0,0,0.0
1900-01-01 10:20:23.803,1.093158,0.000587,0.32608,1930.374883,-4.543713,-4.291314,-4.177986,21.900645,0.234609,0.536737,0.287553,3.1753,0.017487,0.057836,0.005692,12.153111,0,0,0.0
1900-01-01 10:20:24.806,1.095343,0.000514,0.327583,1931.29848,-4.459653,-4.30489,-4.157898,21.917587,0.219013,0.489136,0.293021,3.209163,0.017881,0.056512,0.005679,12.084613,0,0,0.0
1900-01-01 10:20:25.808,1.094479,0.000595,0.327418,1933.031882,-4.454909,-4.293757,-4.175931,21.892885,0.218348,0.493,0.287583,3.230695,0.018252,0.057446,0.005805,11.604936,0,0,0.0
1900-01-01 10:20:26.806,1.09326,0.000448,0.327621,1932.573695,-4.509484,-4.304239,-4.170037,21.904597,0.235509,0.521713,0.29409,3.201996,0.018352,0.058262,0.005709,11.616692,0,0,0.0
1900-01-01 10:20:27.808,1.095799,0.00037,0.327418,1933.42243,-4.474688,-4.313667,-4.159687,21.914109,0.225203,0.494491,0.281706,3.093718,0.017766,0.057255,0.00567,12.249323,0,0,0.0
1900-01-01 10:20:28.304,1.089494,0.000652,0.326271,1933.072447,-4.459733,-4.235177,-4.153697,21.898126,0.225738,0.447705,0.289593,3.178713,0.017365,0.057036,0.005421,12.224586,0,0,0.0
1900-01-01 10:20:29.307,1.095793,0.000577,0.328755,1931.810857,-4.500088,-4.28971,-4.159076,21.903845,0.235516,0.497025,0.285195,3.215251,0.017927,0.058729,0.005726,11.806184,0,0,0.0
1900-01-01 10:20:29.803,1.093146,0.000631,0.327104,1933.224537,-4.418982,-4.224592,-4.132261,21.903684,0.227381,0.4765,0.288508,3.038351,0.019206,0.059491,0.005661,12.173761,0,0,0.0
1900-01-01 10:20:30.806,1.093014,0.000582,0.326969,1931.608727,-4.456513,-4.294813,-4.153972,21.906331,0.22254,0.487923,0.283207,3.197818,0.018538,0.058129,0.005707,12.456074,0,0,0.0
1900-01-01 10:20:31.803,1.091398,0.000482,0.325889,1930.486583,-4.486205,-4.285677,-4.14262,21.906223,0.229839,0.496483,0.282395,3.168019,0.018933,0.058065,0.005677,10.984278,0,0,0.0
1900-01-01 10:20:32.806,1.092857,0.000467,0.326319,1930.358339,-4.4378,-4.255555,-4.135389,21.905808,0.225085,0.487697,0.273932,3.169688,0.019298,0.056074,0.00571,11.320462,0,0,0.0
1900-01-01 10:20:33.803,1.093737,0.000292,0.327732,1931.640457,-4.407087,-4.248421,-4.120107,21.915308,0.237429,0.466155,0.28632,3.201812,0.017959,0.057169,0.005748,11.296915,0,0,0.0
1900-01-01 10:20:34.806,1.094862,0.000357,0.327244,1932.022389,-4.417125,-4.289055,-4.138529,21.907902,0.222631,0.46647,0.286965,3.205216,0.018584,0.060035,0.005608,12.068136,0,0,0.0
1900-01-01 10:20:35.806,1.093311,0.000648,0.326637,1932.510928,-4.441193,-4.267355,-4.126786,21.914351,0.225625,0.460435,0.281963,3.208597,0.01822,0.057709,0.005656,11.12112,0,0,0.0
1900-01-01 10:20:36.808,1.09308,0.000721,0.326767,1932.024927,-4.46434,-4.252887,-4.111349,21.914502,0.229073,0.476437,0.280783,3.1522,0.017326,0.058728,0.005734,10.250655,0,0,0.0
1900-01-01 10:20:37.803,1.093723,0.000492,0.327225,1932.213422,-4.421301,-4.234063,-4.118226,21.904603,0.215587,0.462983,0.294219,3.105301,0.019215,0.056556,0.005699,12.091488,0,0,0.0
1900-01-01 10:20:38.307,1.092182,0.000768,0.327198,1931.312843,-4.410187,-4.301106,-4.123742,21.927193,0.221116,0.463014,0.283807,3.123674,0.017647,0.057836,0.005695,11.389176,0,0,0.0
1900-01-01 10:20:39.307,1.093978,0.000716,0.327694,1931.997014,-4.384887,-4.206453,-4.108803,21.911988,0.221593,0.463236,0.290513,3.168894,0.018049,0.057324,0.005677,12.062837,0,0,0.0
1900-01-01 10:20:40.307,1.093563,0.000732,0.32706,1931.60097,-4.381212,-4.207372,-4.099615,21.921046,0.221748,0.444489,0.290301,3.23156,0.018498,0.057462,0.005716,11.256154,0,0,0.0
1900-01-01 10:20:41.302,1.092525,0.00055,0.327059,1932.118652,-4.397558,-4.230238,-4.10411,21.911332,0.217802,0.461746,0.288592,3.227373,0.018156,0.056277,0.005784,11.018475,0,0,0.0
1900-01-01 10:20:41.806,1.092588,0.000654,0.32769,1932.042516,-4.436749,-4.228187,-4.103688,21.911044,0.207911,0.411047,0.291214,3.21813,0.016507,0.056792,0.005808,11.004439,0,0,0.0
1900-01-01 10:20:42.806,1.091516,0.000548,0.327381,1930.436413,-4.368481,-4.237429,-4.089902,21.920652,0.217721,0.473335,0.283305,3.192729,0.018801,0.058077,0.005724,11.02563,0,0,0.0
1900-01-01 10:20:43.806,1.093857,0.000873,0.326803,1931.148349,-4.401162,-4.254623,-4.095677,21.921177,0.218615,0.448001,0.285272,3.170483,0.018841,0.057734,0.005708,11.464499,0,0,0.0
1900-01-01 10:20:44.806,1.093374,0.000553,0.327345,1932.991839,-4.434368,-4.258824,-4.101846,21.927215,0.209824,0.430313,0.288888,3.17799,0.016988,0.057284,0.005725,10.929077,0,0,0.0
1900-01-01 10:20:45.806,1.091715,0.000784,0.325829,1932.760813,-4.344331,-4.215903,-4.08032,21.926165,0.222153,0.452786,0.277471,3.233602,0.018679,0.057087,0.005792,11.864718,0,0,0.0
1900-01-01 10:20:46.806,1.09391,0.000627,0.32695,1930.431698,-4.409168,-4.198053,-4.080188,21.908443,0.215074,0.439653,0.288869,3.204244,0.018943,0.058155,0.005808,11.474246,0,0,0.0
