Time,TS inlet pressure (Mean),Pump outlet pressure (Mean),Differential pressure (Mean),Differential pressure (Std Dev),Pressure before pump (Std Dev),Pressure after pump (Std Dev),Plug,Plug_future,LogId
2021-12-11 11:42:28.036,0.645331,0.993827,1.102425,0.18093,0.019371,0.020451,0,0.0,19
2021-12-11 11:42:28.186,0.654391,0.9982,1.099002,0.184619,0.023051,0.023298,0,0.0,19
2021-12-11 11:42:28.284,0.64839,0.996805,1.099284,0.181793,0.022466,0.027068,0,0.0,19
2021-12-11 11:42:28.385,0.653351,1.002438,1.102732,0.172978,0.037186,0.035184,0,0.0,19
2021-12-11 11:42:28.484,0.649936,0.995998,1.096682,0.177204,0.020697,0.024504,0,0.0,19
2021-12-11 11:42:28.585,0.654911,1.002646,1.10537,0.174737,0.027201,0.028838,0,0.0,19
2021-12-11 11:42:28.684,0.652375,0.999234,1.100209,0.184655,0.021463,0.023328,0,0.0,19
2021-12-11 11:42:28.785,0.654339,0.998799,1.10164,0.194516,0.03056,0.02682,0,0.0,19
2021-12-11 11:42:28.884,0.64983,0.996476,1.096311,0.172912,0.027889,0.029064,0,0.0,19
2021-12-11 11:42:28.983,0.652959,1.001302,1.104385,0.17404,0.023327,0.02638,0,0.0,19
2021-12-11 11:42:29.084,0.653923,0.999527,1.101367,0.185695,0.024586,0.021769,0,0.0,19
2021-12-11 11:42:29.183,0.651898,0.998279,1.100858,0.178785,0.022064,0.022868,0,0.0,19
2021-12-11 11:42:29.284,0.64992,0.99542,1.097183,0.176032,0.021022,0.024822,0,0.0,19
2021-12-11 11:42:29.383,0.65402,1.002946,1.101137,0.18609,0.027873,0.030253,0,0.0,19
2021-12-11 11:42:29.484,0.65174,0.996772,1.099548,0.184421,0.023227,0.020161,0,0.0,19
2021-12-11 11:42:29.583,0.653277,0.998173,1.099466,0.185692,0.023826,0.022767,0,0.0,19
2021-12-11 11:42:29.684,0.65148,0.997708,1.100094,0.182256,0.02215,0.020414,0,0.0,19
2021-12-11 11:42:29.783,0.652216,0.99987,1.102714,0.1692,0.025325,0.025545,0,0.0,19
2021-12-11 11:42:29.884,0.645969,0.994952,1.094272,0.178822,0.033539,0.038669,0,0.0,19
2021-12-11 11:42:29.983,0.649777,0.994301,1.097146,0.171607,0.03144,0.033764,0,0.0,19
2021-12-11 11:42:30.084,0.65751,1.002074,1.101004,0.178765,0.042295,0.041358,0,0.0,19
2021-12-11 11:42:30.183,0.65455,0.999499,1.101879,0.179278,0.032468,0.034136,0,0.0,19
2021-12-11 11:42:30.284,0.654391,1.003322,1.101094,0.184642,0.022423,0.02438,0,0.0,19
2021-12-11 11:42:30.383,0.656035,1.001037,1.101322,0.173947,0.026862,0.025633,0,0.0,19
2021-12-11 11:42:30.484,0.654287,1.002022,1.103369,0.17047,0.022026,0.025649,0,0.0,19
2021-12-11 11:42:30.583,0.65386,0.999923,1.097982,0.163314,0.030761,0.026737,0,0.0,19
2021-12-11 11:42:30.684,0.654079,1.003634,1.106643,0.178054,0.046603,0.053412,0,0.0,19
2021-12-11 11:42:30.783,0.649671,0.994779,1.094919,0.179731,0.038142,0.036284,0,0.0,19
2021-12-11 11:42:30.937,0.645458,0.988896,1.093037,0.176574,0.034129,0.036434,0,0.0,19
2021-12-11 11:42:31.034,0.650223,0.994489,1.097676,0.165753,0.029659,0.027303,0,0.0,19
2021-12-11 11:42:31.134,0.64683,0.99022,1.091101,0.182161,0.031176,0.03426,0,0.0,19
2021-12-11 11:42:31.234,0.647303,0.992688,1.093214,0.183943,0.042827,0.052753,0,0.0,19
2021-12-11 11:42:31.334,0.655021,1.004133,1.103872,0.191871,0.03927,0.041494,0,0.0,19
2021-12-11 11:42:31.434,0.653078,1.000773,1.097716,0.188925,0.030601,0.031466,0,0.0,19
2021-12-11 11:42:31.534,0.654076,1.000196,1.104055,0.182617,0.028857,0.027803,0,0.0,19
2021-12-11 11:42:31.634,0.648248,0.992898,1.099094,0.179967,0.023364,0.0245,0,0.0,19
2021-12-11 11:42:31.734,0.654443,0.9982,1.099921,0.186115,0.026678,0.027862,0,0.0,19
2021-12-11 11:42:31.834,0.654286,1.002821,1.100197,0.171886,0.022927,0.025527,0,0.0,19
2021-12-11 11:42:31.934,0.646988,0.99085,1.091928,0.181352,0.02607,0.02549,0,0.0,19
2021-12-11 11:42:32.034,0.651713,0.997938,1.102402,0.184776,0.04124,0.042432,0,0.0,19
2021-12-11 11:42:32.134,0.656753,1.003031,1.10378,0.195079,0.036203,0.040298,0,0.0,19
2021-12-11 11:42:32.234,0.651188,0.99862,1.101759,0.193323,0.031053,0.031461,0,0.0,19
2021-12-11 11:42:32.334,0.64956,0.996468,1.098819,0.178931,0.019726,0.021389,0,0.0,19
2021-12-11 11:42:32.434,0.649928,0.993895,1.09496,0.163751,0.027169,0.024625,0,0.0,19
2021-12-11 11:42:32.534,0.652396,1.002558,1.102126,0.200659,0.030397,0.029727,0,0.0,19
2021-12-11 11:42:32.634,0.650295,0.998095,1.097716,0.182049,0.020979,0.021906,0,0.0,19
2021-12-11 11:42:32.734,0.651766,0.997255,1.102953,0.177212,0.023433,0.024043,0,0.0,19
2021-12-11 11:42:32.834,0.659326,1.007389,1.103596,0.182713,0.026775,0.02541,0,0.0,19
2021-12-11 11:42:32.934,0.654076,1.002663,1.104974,0.184881,0.024697,0.028556,0,0.0,19
2021-12-11 11:42:33.034,0.652763,1.002086,1.102493,0.179289,0.023059,0.028341,0,0.0,19
2021-12-11 11:42:33.134,0.650925,0.999041,1.098175,0.183394,0.020036,0.023386,0,0.0,19
2021-12-11 11:42:33.234,0.650243,0.994893,1.10038,0.180909,0.020911,0.022406,0,0.0,19
2021-12-11 11:42:33.334,0.653971,1.002611,1.104515,0.165629,0.03262,0.034292,0,0.0,19
2021-12-11 11:42:33.434,0.650085,0.996835,1.098727,0.182842,0.026631,0.028381,0,0.0,19
2021-12-11 11:42:33.534,0.653131,0.997885,1.098267,0.176989,0.028284,0.025293,0,0.0,19
2021-12-11 11:42:33.633,0.649989,0.997006,1.093434,0.180679,0.033196,0.040038,0,0.0,19
2021-12-11 11:42:33.734,0.649296,0.995992,1.096819,0.167524,0.022049,0.023093,0,0.0,19
2021-12-11 11:42:33.833,0.652535,1.000665,1.103457,0.174718,0.034934,0.036357,0,0.0,19
2021-12-11 11:42:33.986,0.651268,0.99695,1.099182,0.181648,0.022709,0.023635,0,0.0,19
2021-12-11 11:42:34.084,0.651551,0.997823,1.101065,0.176549,0.028892,0.028162,0,0.0,19
2021-12-11 11:42:34.183,0.643784,0.987619,1.083226,0.175361,0.028815,0.033821,0,0.0,19
2021-12-11 11:42:34.284,0.659381,1.006753,1.107553,0.163735,0.032919,0.033037,0,0.0,19
2021-12-11 11:42:34.383,0.660596,1.006924,1.106798,0.181583,0.026042,0.030115,0,0.0,19
2021-12-11 11:42:34.484,0.653091,1.001139,1.101185,0.185813,0.022639,0.021362,0,0.0,19
2021-12-11 11:42:34.583,0.653012,1.0004,1.100858,0.182598,0.021975,0.023312,0,0.0,19
2021-12-11 11:42:34.684,0.654443,1.001191,1.102004,0.185266,0.028274,0.028887,0,0.0,19
2021-12-11 11:42:34.783,0.652694,0.998544,1.100116,0.16939,0.028965,0.027915,0,0.0,19
2021-12-11 11:42:34.937,0.651697,0.99701,1.094051,0.177517,0.01903,0.021089,0,0.0,19
2021-12-11 11:42:35.082,0.651096,0.995173,1.095961,0.160289,0.026684,0.024355,0,0.0,19
2021-12-11 11:42:35.236,0.646481,0.990157,1.092321,0.191038,0.026745,0.027738,0,0.0,19
2021-12-11 11:42:35.386,0.657086,1.004046,1.101207,0.178525,0.029318,0.028715,0,0.0,19
2021-12-11 11:42:35.537,0.649662,0.996132,1.097299,0.190321,0.027617,0.027057,0,0.0,19
2021-12-11 11:42:35.634,0.649194,0.993299,1.096256,0.187294,0.023011,0.023773,0,0.0,19
2021-12-11 11:42:35.734,0.653708,1.000983,1.101483,0.187618,0.026094,0.024547,0,0.0,19
2021-12-11 11:42:35.882,0.653362,1.000931,1.103596,0.173239,0.023325,0.024771,0,0.0,19
2021-12-11 11:42:36.036,0.655754,1.00376,1.103417,0.180635,0.027997,0.029509,0,0.0,19
2021-12-11 11:42:36.186,0.647985,0.993825,1.098267,0.181269,0.03207,0.033053,0,0.0,19
2021-12-11 11:42:36.332,0.654283,1.00165,1.101331,0.183299,0.031235,0.031288,0,0.0,19
2021-12-11 11:42:36.486,0.650845,0.997078,1.0959,0.174091,0.032033,0.034714,0,0.0,19
2021-12-11 11:42:36.636,0.647845,0.994,1.096675,0.1722,0.02114,0.022111,0,0.0,19
2021-12-11 11:42:36.786,0.64942,0.997045,1.096552,0.162916,0.02024,0.022381,0,0.0,19
2021-12-11 11:42:36.932,0.649104,0.994458,1.096234,0.184282,0.025825,0.023979,0,0.0,19
2021-12-11 11:42:37.086,0.655039,1.002294,1.103536,0.185124,0.035924,0.039815,0,0.0,19
2021-12-11 11:42:37.236,0.650435,0.99869,1.096859,0.186115,0.024871,0.022674,0,0.0,19
2021-12-11 11:42:37.386,0.655301,1.003101,1.10378,0.176547,0.029669,0.029929,0,0.0,19
2021-12-11 11:42:37.532,0.651406,0.998162,1.100198,0.175915,0.029208,0.027081,0,0.0,19
2021-12-11 11:42:37.686,0.65064,0.997317,1.096556,0.177105,0.027606,0.026208,0,0.0,19
2021-12-11 11:42:37.836,0.651766,0.997885,1.099002,0.182434,0.029343,0.029053,0,0.0,19
2021-12-11 11:42:37.986,0.64613,0.99358,1.096246,0.183693,0.035435,0.036172,0,0.0,19
2021-12-11 11:42:38.137,0.655503,1.003921,1.105087,0.170529,0.026023,0.026468,0,0.0,19
2021-12-11 11:42:38.282,0.650915,0.998903,1.10236,0.192785,0.027539,0.027594,0,0.0,19
2021-12-11 11:42:38.436,0.650743,0.997828,1.098048,0.180879,0.035601,0.039118,0,0.0,19
2021-12-11 11:42:38.585,0.651889,0.998675,1.098016,0.180187,0.025182,0.027001,0,0.0,19
2021-12-11 11:42:38.732,0.651319,0.999288,1.09819,0.184134,0.025481,0.027723,0,0.0,19
2021-12-11 11:42:38.886,0.650368,0.99626,1.09763,0.19294,0.023459,0.022383,0,0.0,19
2021-12-11 11:42:39.036,0.653516,1.000826,1.099676,0.193267,0.02198,0.024224,0,0.0,19
2021-12-11 11:42:39.186,0.652571,0.998725,1.103167,0.184196,0.025519,0.024522,0,0.0,19
2021-12-11 11:42:39.332,0.657412,1.003915,1.103848,0.174999,0.030876,0.03309,0,0.0,19
2021-12-11 11:42:39.486,0.65272,0.999703,1.100076,0.183529,0.027475,0.02792,0,0.0,19
2021-12-11 11:42:39.636,0.64844,0.994035,1.098574,0.187062,0.027946,0.030709,0,0.0,19
2021-12-11 11:42:39.786,0.654426,0.998865,1.098451,0.194461,0.033217,0.028347,0,0.0,19
2021-12-11 11:42:39.932,0.655038,1.000175,1.100513,0.190172,0.036436,0.03837,0,0.0,19
2021-12-11 11:42:40.086,0.653129,0.999806,1.100971,0.181291,0.024193,0.026656,0,0.0,19
2021-12-11 11:42:40.231,0.653956,1.000641,1.100903,0.181691,0.033493,0.030484,0,0.0,19
2021-12-11 11:42:40.385,0.652584,1.001306,1.100136,0.18454,0.024053,0.026416,0,0.0,19
2021-12-11 11:42:40.532,0.654784,0.999466,1.097877,0.175808,0.038633,0.038861,0,0.0,19
2021-12-11 11:42:40.686,0.650879,0.996328,1.096795,0.19397,0.033121,0.034218,0,0.0,19
2021-12-11 11:42:40.836,0.64697,0.992775,1.094347,0.177099,0.031212,0.028364,0,0.0,19
2021-12-11 11:42:40.986,0.656841,1.004361,1.101207,0.175968,0.035732,0.034194,0,0.0,19
2021-12-11 11:42:41.132,0.648889,0.995141,1.098562,0.183395,0.024737,0.028836,0,0.0,19
2021-12-11 11:42:41.286,0.658005,1.003351,1.101508,0.182338,0.035948,0.035374,0,0.0,19
2021-12-11 11:42:41.436,0.652151,0.999741,1.100472,0.174642,0.031709,0.032896,0,0.0,19
2021-12-11 11:42:41.586,0.658066,1.003906,1.109353,0.193128,0.029644,0.028954,0,0.0,19
2021-12-11 11:42:41.732,0.653959,0.999492,1.100135,0.185522,0.031671,0.033081,0,0.0,19
2021-12-11 11:42:41.886,0.649788,0.997692,1.101031,0.174357,0.025646,0.025304,0,0.0,19
2021-12-11 11:42:42.036,0.653306,0.999566,1.101269,0.182817,0.029508,0.029512,0,0.0,19
2021-12-11 11:42:42.186,0.653341,0.999881,1.099431,0.189684,0.024604,0.023147,0,0.0,19
2021-12-11 11:42:42.332,0.65511,1.000787,1.104225,0.175155,0.026063,0.027046,0,0.0,19
2021-12-11 11:42:42.486,0.653811,0.999124,1.098346,0.187927,0.031159,0.031864,0,0.0,19
2021-12-11 11:42:42.631,0.648163,0.99072,1.094377,0.177186,0.027892,0.029566,0,0.0,19
2021-12-11 11:42:42.785,0.658141,1.004749,1.104849,0.185453,0.037348,0.036599,0,0.0,19
2021-12-11 11:42:42.935,0.651311,0.995855,1.095205,0.194239,0.046457,0.048365,0,0.0,19
2021-12-11 11:42:43.086,0.653556,0.999575,1.10101,0.190634,0.029229,0.026853,0,0.0,19
2021-12-11 11:42:43.236,0.655301,1.002821,1.101146,0.188499,0.027709,0.028925,0,0.0,19
2021-12-11 11:42:43.386,0.648895,0.99428,1.094899,0.184993,0.036565,0.035919,0,0.0,19
2021-12-11 11:42:43.532,0.657376,1.001506,1.101142,0.189498,0.028709,0.028475,0,0.0,19
2021-12-11 11:42:43.686,0.649686,0.99643,1.09775,0.181341,0.025977,0.023783,0,0.0,19
2021-12-11 11:42:43.831,0.652906,0.997636,1.098369,0.179232,0.022775,0.023674,0,0.0,19
2021-12-11 11:42:43.985,0.651152,0.99626,1.097988,0.170613,0.025417,0.025821,0,0.0,19
2021-12-11 11:42:44.135,0.6483,0.99421,1.09643,0.184559,0.026877,0.032873,0,0.0,19
2021-12-11 11:42:44.286,0.654912,0.999575,1.097664,0.187353,0.040917,0.044641,0,0.0,19
2021-12-11 11:42:44.436,0.647075,0.99029,1.092204,0.179244,0.027282,0.026289,0,0.0,19
2021-12-11 11:42:44.582,0.648781,0.992983,1.096737,0.174497,0.029512,0.033734,0,0.0,19
2021-12-11 11:42:44.735,0.655008,1.002509,1.103446,0.183771,0.02211,0.024422,0,0.0,19
2021-12-11 11:42:44.886,0.655469,1.00107,1.101193,0.183141,0.033566,0.033623,0,0.0,19
2021-12-11 11:42:45.031,0.65392,0.999989,1.10103,0.177548,0.036437,0.038056,0,0.0,19
2021-12-11 11:42:45.185,0.650402,0.995987,1.098525,0.185738,0.037527,0.037126,0,0.0,19
2021-12-11 11:42:45.335,0.656806,1.003801,1.104698,0.169233,0.033707,0.034616,0,0.0,19
2021-12-11 11:42:45.486,0.652583,0.999679,1.099915,0.184366,0.023071,0.025339,0,0.0,19
2021-12-11 11:42:45.631,0.657686,1.003864,1.102424,0.186418,0.038402,0.043664,0,0.0,19
2021-12-11 11:42:45.785,0.650129,0.996294,1.098704,0.194859,0.030861,0.033935,0,0.0,19
2021-12-11 11:42:45.935,0.654286,1.000791,1.100166,0.196916,0.024768,0.027338,0,0.0,19
2021-12-11 11:42:46.086,0.650601,0.996828,1.098637,0.185524,0.024103,0.024638,0,0.0,19
2021-12-11 11:42:46.236,0.655896,0.999881,1.099247,0.196567,0.023222,0.02276,0,0.0,19
2021-12-11 11:42:46.382,0.655326,1.002117,1.103848,0.188007,0.031603,0.036371,0,0.0,19
2021-12-11 11:42:46.535,0.652572,0.998906,1.103326,0.171776,0.028992,0.03026,0,0.0,19
2021-12-11 11:42:46.686,0.6514,0.997175,1.098637,0.182564,0.024326,0.02596,0,0.0,19
2021-12-11 11:42:46.836,0.658206,1.004186,1.10378,0.174611,0.037966,0.037728,0,0.0,19
2021-12-11 11:42:46.982,0.650291,0.995069,1.095982,0.172181,0.02904,0.032195,0,0.0,19
2021-12-11 11:42:47.135,0.650616,0.995852,1.097561,0.16976,0.02892,0.032398,0,0.0,19
2021-12-11 11:42:47.286,0.654843,1.000548,1.101984,0.189612,0.021654,0.023137,0,0.0,19
2021-12-11 11:42:47.436,0.652431,0.999391,1.099676,0.180034,0.028906,0.030598,0,0.0,19
2021-12-11 11:42:47.582,0.650831,0.994601,1.094472,0.193019,0.029979,0.025808,0,0.0,19
2021-12-11 11:42:47.735,0.65041,0.997122,1.100443,0.182546,0.022276,0.02251,0,0.0,19
2021-12-11 11:42:47.881,0.656225,1.002369,1.103659,0.184065,0.035925,0.03846,0,0.0,19
2021-12-11 11:42:48.034,0.654219,1.002097,1.104226,0.194364,0.034438,0.036321,0,0.0,19
2021-12-11 11:42:48.185,0.653521,0.99954,1.100706,0.183714,0.028985,0.028788,0,0.0,19
2021-12-11 11:42:48.335,0.653131,0.996555,1.097349,0.174005,0.023391,0.024526,0,0.0,19
2021-12-11 11:42:48.481,0.653204,0.997694,1.101645,0.195461,0.028197,0.030215,0,0.0,19
2021-12-11 11:42:48.634,0.653533,1.002132,1.103506,0.189543,0.028794,0.03222,0,0.0,19
2021-12-11 11:42:48.785,0.653382,1.000896,1.099489,0.183816,0.023188,0.024597,0,0.0,19
2021-12-11 11:42:48.935,0.654356,1.000406,1.10133,0.185735,0.032199,0.02972,0,0.0,19
2021-12-11 11:42:49.086,0.651122,0.995228,1.096569,0.187717,0.033112,0.033338,0,0.0,19
2021-12-11 11:42:49.231,0.651784,0.997056,1.100523,0.182478,0.030316,0.02683,0,0.0,19
2021-12-11 11:42:49.385,0.651493,0.99909,1.098227,0.189224,0.02114,0.022733,0,0.0,19
2021-12-11 11:42:49.535,0.650925,0.995715,1.095327,0.179907,0.032253,0.036243,0,0.0,19
2021-12-11 11:42:49.686,0.648514,0.992412,1.09304,0.186604,0.038609,0.041007,0,0.0,19
2021-12-11 11:42:49.836,0.656281,1.001351,1.102432,0.193916,0.032764,0.03661,0,0.0,19
2021-12-11 11:42:49.985,0.651255,0.999415,1.103565,0.181869,0.026881,0.027167,0,0.0,19
2021-12-11 11:42:50.135,0.651941,0.999146,1.100779,0.181633,0.027465,0.028965,0,0.0,19
2021-12-11 11:42:50.286,0.649871,0.994985,1.098941,0.179651,0.022194,0.021882,0,0.0,19
2021-12-11 11:42:50.436,0.652886,0.997325,1.098145,0.180578,0.027375,0.030757,0,0.0,19
2021-12-11 11:42:50.582,0.6536,1.003484,1.102463,0.174171,0.025938,0.030887,0,0.0,19
2021-12-11 11:42:50.735,0.651337,0.997774,1.098882,0.182447,0.025654,0.027608,0,0.0,19
2021-12-11 11:42:50.881,0.653743,1.000715,1.103596,0.187363,0.026158,0.023654,0,0.0,19
2021-12-11 11:42:51.034,0.653293,1.000038,1.098942,0.193341,0.021703,0.02256,0,0.0,19
2021-12-11 11:42:51.185,0.653521,0.997523,1.096873,0.178658,0.029137,0.028724,0,0.0,19
2021-12-11 11:42:51.335,0.653271,1.000021,1.102004,0.181344,0.038656,0.03994,0,0.0,19
2021-12-11 11:42:51.481,0.651586,0.999852,1.09938,0.179889,0.029705,0.03192,0,0.0,19
2021-12-11 11:42:51.634,0.657445,1.005907,1.107769,0.17901,0.026269,0.026521,0,0.0,19
2021-12-11 11:42:51.785,0.653556,0.999644,1.102835,0.176668,0.027088,0.027622,0,0.0,19
2021-12-11 11:42:51.935,0.651276,0.996135,1.096185,0.182172,0.022237,0.025226,0,0.0,19
2021-12-11 11:42:52.084,0.655941,1.001142,1.102147,0.189271,0.026506,0.025544,0,0.0,19
2021-12-11 11:42:52.234,0.64774,0.995295,1.09643,0.178531,0.022356,0.025667,0,0.0,19
2021-12-11 11:42:52.385,0.654669,1.003643,1.102714,0.177352,0.026393,0.024186,0,0.0,19
2021-12-11 11:42:52.535,0.653131,0.997045,1.09839,0.185972,0.022652,0.020482,0,0.0,19
2021-12-11 11:42:52.684,0.651325,0.998957,1.097522,0.174735,0.02683,0.031749,0,0.0,19
2021-12-11 11:42:52.834,0.655721,1.001456,1.103596,0.187671,0.0321,0.034769,0,0.0,19
2021-12-11 11:42:52.985,0.660371,1.005938,1.105269,0.181916,0.035724,0.037162,0,0.0,19
2021-12-11 11:42:53.130,0.653123,0.998722,1.098622,0.18433,0.0282,0.028075,0,0.0,19
2021-12-11 11:42:53.284,0.651493,0.998169,1.09775,0.191911,0.026874,0.028744,0,0.0,19
2021-12-11 11:42:53.434,0.653096,0.99771,1.098084,0.189115,0.031956,0.032114,0,0.0,19
2021-12-11 11:42:53.585,0.65446,0.999366,1.102044,0.192219,0.038054,0.041205,0,0.0,19
2021-12-11 11:42:53.730,0.650951,0.999482,1.100776,0.191998,0.018824,0.021771,0,0.0,19
2021-12-11 11:42:53.884,0.651288,0.995305,1.095363,0.185591,0.031137,0.030893,0,0.0,19
2021-12-11 11:42:54.034,0.652466,0.997675,1.095572,0.180881,0.026218,0.028601,0,0.0,19
2021-12-11 11:42:54.185,0.650149,0.998462,1.099063,0.180526,0.029545,0.033158,0,0.0,19
2021-12-11 11:42:54.330,0.649937,0.994666,1.090956,0.188082,0.0374,0.040656,0,0.0,19
2021-12-11 11:42:54.484,0.649243,0.994794,1.098048,0.186489,0.025791,0.026078,0,0.0,19
2021-12-11 11:42:54.634,0.654881,1.001141,1.102248,0.177193,0.028122,0.026567,0,0.0,19
2021-12-11 11:42:54.785,0.647402,0.99262,1.09237,0.188619,0.036551,0.037907,0,0.0,19
2021-12-11 11:42:54.930,0.652834,0.998613,1.099382,0.180031,0.025092,0.028541,0,0.0,19
2021-12-11 11:42:55.084,0.649038,0.99326,1.094946,0.183565,0.021526,0.023653,0,0.0,19
2021-12-11 11:42:55.234,0.651731,0.994035,1.097226,0.184345,0.030578,0.030853,0,0.0,19
2021-12-11 11:42:55.385,0.651748,0.99641,1.098272,0.192065,0.035844,0.036739,0,0.0,19
2021-12-11 11:42:55.530,0.65602,0.999446,1.097292,0.174987,0.028665,0.030103,0,0.0,19
2021-12-11 11:42:55.684,0.651868,0.996635,1.097869,0.185423,0.02793,0.028245,0,0.0,19
2021-12-11 11:42:55.834,0.64802,0.99617,1.101207,0.182926,0.039075,0.041137,0,0.0,19
2021-12-11 11:42:55.985,0.658216,1.005729,1.102166,0.182529,0.042159,0.045368,0,0.0,19
2021-12-11 11:42:56.130,0.648344,0.990611,1.094377,0.189588,0.039219,0.04362,0,0.0,19
2021-12-11 11:42:56.284,0.650572,0.995851,1.099957,0.183267,0.022597,0.025817,0,0.0,19
2021-12-11 11:42:56.434,0.653551,1.000196,1.101269,0.190013,0.024636,0.025491,0,0.0,19
2021-12-11 11:42:56.633,0.652438,0.998371,1.098356,0.173163,0.022739,0.023501,0,0.0,19
2021-12-11 11:42:56.785,0.650108,0.99682,1.097733,0.174995,0.02579,0.030187,0,0.0,19
2021-12-11 11:42:56.930,0.651892,0.996115,1.099573,0.185917,0.027059,0.026032,0,0.0,19
2021-12-11 11:42:57.084,0.651595,0.997453,1.097332,0.180124,0.025388,0.023225,0,0.0,19
2021-12-11 11:42:57.234,0.656911,1.003731,1.105556,0.182264,0.03065,0.03218,0,0.0,19
2021-12-11 11:42:57.385,0.650288,0.99575,1.096264,0.188412,0.037272,0.03842,0,0.0,19
2021-12-11 11:42:57.530,0.65287,0.996513,1.099382,0.175681,0.040022,0.043006,0,0.0,19
2021-12-11 11:42:57.684,0.658618,1.00809,1.107474,0.186671,0.030493,0.027399,0,0.0,19
2021-12-11 11:42:57.834,0.650085,0.99792,1.098819,0.188379,0.025924,0.026103,0,0.0,19
2021-12-11 11:42:57.985,0.652096,1.000513,1.100523,0.19657,0.025652,0.02919,0,0.0,19
2021-12-11 11:42:58.134,0.651255,0.998499,1.099002,0.185057,0.024865,0.026507,0,0.0,19
2021-12-11 11:42:58.284,0.651836,0.99666,1.098022,0.193373,0.033423,0.038403,0,0.0,19
2021-12-11 11:42:58.482,0.654842,1.001488,1.101879,0.188881,0.029125,0.030489,0,0.0,19
2021-12-11 11:42:58.682,0.652002,0.998594,1.099462,0.191271,0.031595,0.033451,0,0.0,19
2021-12-11 11:42:58.882,0.651739,0.997098,1.09914,0.193702,0.031808,0.030578,0,0.0,19
2021-12-11 11:42:59.082,0.64998,0.992688,1.096384,0.177608,0.023667,0.023172,0,0.0,19
2021-12-11 11:42:59.282,0.649665,0.994971,1.095281,0.18855,0.032034,0.033583,0,0.0,19
2021-12-11 11:42:59.434,0.653942,0.998893,1.100211,0.176162,0.025117,0.02468,0,0.0,19
2021-12-11 11:42:59.585,0.652235,0.99881,1.098941,0.189801,0.022169,0.024796,0,0.0,19
2021-12-11 11:42:59.783,0.654788,1.002442,1.102111,0.184213,0.023892,0.025267,0,0.0,19
2021-12-11 11:42:59.935,0.651144,0.99872,1.098096,0.186616,0.024853,0.025307,0,0.0,19
2021-12-11 11:43:00.084,0.65432,1.000543,1.099064,0.177975,0.022141,0.021565,0,0.0,19
2021-12-11 11:43:00.234,0.647355,0.991235,1.096675,0.179859,0.026426,0.026978,0,0.0,19
2021-12-11 11:43:00.385,0.656373,1.000687,1.099367,0.189557,0.023504,0.023709,0,0.0,19
2021-12-11 11:43:00.530,0.650589,0.997672,1.10065,0.18957,0.022016,0.02272,0,0.0,19
2021-12-11 11:43:00.732,0.652883,0.999085,1.09782,0.181652,0.022797,0.025118,0,0.0,19
2021-12-11 11:43:00.934,0.650388,0.995576,1.095091,0.184436,0.025855,0.023793,0,0.0,19
2021-12-11 11:43:01.134,0.648878,0.992215,1.094317,0.18056,0.032494,0.03348,0,0.0,19
2021-12-11 11:43:01.332,0.653436,0.999976,1.099884,0.192932,0.025232,0.027217,0,0.0,19
2021-12-11 11:43:01.534,0.651662,0.996954,1.098138,0.185017,0.025144,0.027145,0,0.0,19
2021-12-11 11:43:01.734,0.649875,0.997623,1.097946,0.179336,0.022283,0.022951,0,0.0,19
2021-12-11 11:43:01.932,0.651686,0.996741,1.097842,0.182434,0.027666,0.027852,0,0.0,19
2021-12-11 11:43:02.132,0.648878,0.993948,1.096843,0.185629,0.023533,0.023706,0,0.0,19
2021-12-11 11:43:02.332,0.651083,0.995601,1.095741,0.180004,0.025162,0.025559,0,0.0,19
2021-12-11 11:43:02.534,0.654079,0.999527,1.101731,0.184212,0.030907,0.032821,0,0.0,19
2021-12-11 11:43:02.732,0.656777,1.004219,1.102018,0.18783,0.031944,0.03519,0,0.0,19
2021-12-11 11:43:02.934,0.652571,0.999449,1.101094,0.18882,0.027671,0.027404,0,0.0,19
2021-12-11 11:43:03.132,0.654523,0.998836,1.099791,0.190961,0.033599,0.033303,0,0.0,19
2021-12-11 11:43:03.332,0.649534,0.9961,1.095695,0.193917,0.029587,0.031885,0,0.0,19
2021-12-11 11:43:03.534,0.650986,0.997032,1.095728,0.185149,0.025871,0.026318,0,0.0,19
2021-12-11 11:43:03.734,0.652317,0.997465,1.098819,0.181805,0.025285,0.027115,0,0.0,19
2021-12-11 11:43:03.932,0.651288,0.997696,1.096868,0.187601,0.030074,0.033197,0,0.0,19
2021-12-11 11:43:04.132,0.653472,0.999513,1.099691,0.186349,0.021764,0.023814,0,0.0,19
2021-12-11 11:43:04.332,0.649613,0.99547,1.096797,0.189869,0.028349,0.031561,0,0.0,19
2021-12-11 11:43:04.532,0.65594,1.001613,1.102402,0.183564,0.025261,0.025469,0,0.0,19
2021-12-11 11:43:04.732,0.650689,0.996757,1.097532,0.1942,0.022696,0.022314,0,0.0,19
2021-12-11 11:43:04.932,0.654076,0.998699,1.099599,0.194354,0.038415,0.04327,0,0.0,19
2021-12-11 11:43:05.132,0.653419,1.001561,1.102402,0.181154,0.036362,0.039551,0,0.0,19
2021-12-11 11:43:05.332,0.652737,0.999172,1.102723,0.18204,0.027684,0.027497,0,0.0,19
2021-12-11 11:43:05.532,0.654469,0.999959,1.101437,0.193553,0.034523,0.036575,0,0.0,19
