Time,Temperature TS outlet (Mean),Temperature TS inlet (Mean),Bypass temperature (Mean),Tank temperature (Mean),TS outlet pressure (Mean),TS inlet pressure (Mean),Pump outlet pressure (Mean),Flow rate (Mean),LogId,Plug,Plug_future
1900-01-01 14:52:19.330,22.103579,13.95586,22.395074,-11.732338,0.028757,0.029646,0.081732,1.056699,8,0,0.0
1900-01-01 14:52:20.330,22.103711,13.633368,22.398487,-11.764757,0.028053,0.029399,0.081815,1.094418,8,0,0.0
1900-01-01 14:52:21.330,22.103973,13.32072,22.391529,-11.773682,0.027791,0.029126,0.081576,0.891681,8,0,0.0
1900-01-01 14:52:22.330,22.108042,13.056243,22.391004,-11.7641,0.027612,0.029173,0.08187,1.099133,8,0,0.0
1900-01-01 14:52:23.330,22.106992,12.76814,22.388116,-11.751369,0.028389,0.029977,0.081971,0.976548,8,0,0.0
1900-01-01 14:52:24.330,22.106598,12.531094,22.387722,-11.791794,0.02957,0.030538,0.083367,0.948259,8,0,0.0
1900-01-01 14:52:25.330,22.105548,12.312294,22.391267,-11.93433,0.0306,0.032344,0.084635,1.056699,8,0,0.0
1900-01-01 14:52:26.330,22.101217,12.112525,22.388379,-12.191447,0.03239,0.033972,0.085931,1.000122,8,0,0.0
1900-01-01 14:52:27.330,22.099248,11.931394,22.392448,-12.51642,0.033577,0.034959,0.087254,1.099133,8,0,0.0
1900-01-01 14:52:28.330,22.099116,11.760632,22.388247,-12.908198,0.034905,0.03572,0.087667,0.990692,8,0,0.0
1900-01-01 14:52:29.330,22.100167,11.598533,22.392579,-13.315989,0.03511,0.036046,0.088071,1.117992,8,0,0.0
1900-01-01 14:52:30.330,22.093341,11.425933,22.39468,-13.738742,0.035551,0.037338,0.089835,1.094418,8,0,0.0
1900-01-01 14:52:31.330,22.09741,11.236927,22.372626,-14.16097,0.037577,0.038571,0.091792,1.099133,8,0,0.0
1900-01-01 14:52:32.330,22.085071,11.089135,22.393761,-14.537261,0.037325,0.038466,0.091728,1.075559,8,0,0.0
1900-01-01 14:52:33.330,22.091897,10.938586,22.387854,-14.915258,0.037898,0.038991,0.091516,1.103847,8,0,0.0
1900-01-01 14:52:34.330,22.097016,10.777275,22.393105,-15.240231,0.038391,0.040063,0.091875,1.117992,8,0,0.0
1900-01-01 14:52:35.330,22.090847,10.615701,22.391267,-15.512179,0.039058,0.040393,0.093179,1.070844,8,0,0.0
1900-01-01 14:52:36.330,22.091766,10.443889,22.385491,-15.790427,0.039184,0.040283,0.092536,1.099133,8,0,0.0
1900-01-01 14:52:37.330,22.093078,10.284677,22.390348,-15.989006,0.039179,0.040483,0.092692,1.004836,8,0,0.0
1900-01-01 14:52:38.330,22.089534,10.129797,22.385753,-16.150574,0.039163,0.040651,0.092821,1.103847,8,0,0.0
1900-01-01 14:52:39.330,22.084546,9.978592,22.384834,-16.259773,0.039357,0.040619,0.092656,0.943544,8,0,0.0
1900-01-01 14:52:40.330,22.080871,9.867026,22.38234,-16.34981,0.046876,0.049235,0.102514,0.882251,8,0,0.0
1900-01-01 14:52:41.330,22.08494,9.733409,22.385228,-16.415697,0.083502,0.160686,0.243208,1.004836,8,0,0.0
1900-01-01 14:52:42.330,22.073783,9.624074,22.374464,-16.452053,0.128094,0.372582,0.490134,0.943544,8,0,0.0
1900-01-01 14:52:43.330,22.090322,9.432706,22.381159,-16.414384,0.131795,0.398524,0.516382,1.051984,8,0,0.0
1900-01-01 14:52:44.330,22.090847,9.129639,22.381815,-16.292585,0.133381,0.400425,0.516235,1.070844,8,0,0.0
1900-01-01 14:52:45.330,22.100692,8.704638,22.383128,-16.067231,0.133617,0.400672,0.517172,0.938829,8,0,0.0
1900-01-01 14:52:46.330,22.080346,8.131713,22.370263,-15.771527,0.132809,0.397952,0.514563,0.981262,8,0,0.0
1900-01-01 14:52:47.330,22.087434,7.422546,22.374858,-15.415711,0.132446,0.397107,0.513653,0.698374,8,0,0.0
1900-01-01 14:52:48.330,22.087828,6.556924,22.377352,-15.054513,0.133297,0.397112,0.513727,1.169855,8,0,0.0
1900-01-01 14:52:49.330,22.097935,5.607824,22.373807,-14.740566,0.133376,0.397721,0.51381,1.160425,8,0,0.0
1900-01-01 14:52:50.330,22.091897,4.663056,22.374595,-14.426881,0.133407,0.397138,0.51437,1.009551,8,0,0.0
1900-01-01 14:52:51.330,22.083628,3.763964,22.371444,-14.135901,0.133271,0.398094,0.515564,0.943544,8,0,0.0
1900-01-01 14:52:52.330,22.083365,2.993895,22.364356,-13.864347,0.133397,0.398136,0.515041,1.103847,8,0,0.0
1900-01-01 14:52:53.330,22.083759,2.376737,22.362912,-13.594237,0.132751,0.398083,0.516244,1.061414,8,0,0.0
1900-01-01 14:52:54.330,22.088222,1.91236,22.366587,-13.339614,0.133103,0.399574,0.517044,0.886966,8,0,0.0
1900-01-01 14:52:55.330,22.084153,1.539072,22.360811,-13.098115,0.132777,0.400094,0.518275,1.004836,8,0,0.0
1900-01-01 14:52:56.330,22.089797,1.253988,22.364224,-12.834699,0.133176,0.401333,0.519515,1.02841,8,0,0.0
