Time,TS inlet pressure (Mean),Pump outlet pressure (Mean),Differential pressure (Mean),Differential pressure (Std Dev),Pressure before pump (Std Dev),Pressure after pump (Std Dev),Plug,LogId
2021-10-01 09:24:54.672,0.000466,0.001626,-0.00047,0.014425,0.006918,0.004982,0,13
2021-10-01 09:24:55.176,-0.000332,0.001727,-0.000135,0.013526,0.006416,0.004904,0,13
2021-10-01 09:24:55.677,-1.9e-05,0.001423,-0.000757,0.013855,0.007049,0.00511,0,13
2021-10-01 09:24:56.176,0.000157,0.0015,-0.000507,0.013506,0.007027,0.005022,0,13
2021-10-01 09:24:56.672,-0.000646,0.001669,-0.000452,0.013657,0.00634,0.005084,0,13
2021-10-01 09:24:57.176,0.000605,0.001779,-0.000773,0.014108,0.00731,0.00486,0,13
2021-10-01 09:24:57.672,-1.1e-05,0.001753,-0.000841,0.013504,0.006581,0.004837,0,13
2021-10-01 09:24:58.176,-0.00052,0.001539,-0.000791,0.013264,0.00662,0.005041,0,13
2021-10-01 09:24:58.672,0.000497,0.001467,-0.000711,0.013323,0.006626,0.005042,0,13
2021-10-01 09:24:59.176,-0.000478,0.001466,-9.8e-05,0.013785,0.007097,0.005171,0,13
2021-10-01 09:24:59.675,0.000209,0.001331,-0.000341,0.01333,0.007559,0.005326,0,13
2021-10-01 09:25:00.173,0.000583,0.001117,-0.000224,0.013787,0.00739,0.00524,0,13
2021-10-01 09:25:00.672,-0.001001,0.001595,-0.000433,0.013789,0.00674,0.005049,0,13
2021-10-01 09:25:01.176,0.000553,0.00132,-0.0007,0.013615,0.007336,0.005162,0,13
2021-10-01 09:25:01.672,-0.000318,0.001256,-0.000822,0.014107,0.00726,0.005148,0,13
2021-10-01 09:25:02.176,-0.00052,0.001466,-0.000809,0.013254,0.007402,0.005171,0,13
2021-10-01 09:25:02.672,0.000561,0.001637,-0.000137,0.013436,0.007396,0.005019,0,13
2021-10-01 09:25:03.171,-0.001264,0.001468,-0.000967,0.013503,0.00668,0.005129,0,13
2021-10-01 09:25:03.675,0.000188,0.001747,-0.000609,0.014145,0.007144,0.004887,0,13
2021-10-01 09:25:04.171,-0.000392,0.00133,-0.000118,0.013941,0.007578,0.005158,0,13
2021-10-01 09:25:04.675,-0.000916,0.001352,-0.000226,0.01354,0.007087,0.005147,0,13
2021-10-01 09:25:05.171,0.00109,0.001224,-4.4e-05,0.01352,0.007151,0.005288,0,13
2021-10-01 09:25:05.675,-0.000603,0.001299,-0.000682,0.014203,0.006588,0.005171,0,13
2021-10-01 09:25:06.176,0.000369,0.001235,-0.000775,0.013648,0.00747,0.005156,0,13
2021-10-01 09:25:06.672,1e-05,0.001235,-0.000711,0.013374,0.00692,0.005156,0,13
2021-10-01 09:25:07.171,-0.000969,0.001479,-0.000599,0.013857,0.006805,0.005122,0,13
2021-10-01 09:25:07.675,0.00048,0.001633,-0.000718,0.014042,0.00696,0.004977,0,13
2021-10-01 09:25:08.176,-0.00091,0.001392,-0.0005,0.013086,0.006691,0.005084,0,13
2021-10-01 09:25:08.672,0.000127,0.00152,-0.000433,0.013912,0.006899,0.005141,0,13
2021-10-01 09:25:09.176,7.4e-05,0.001549,-0.000372,0.013528,0.006726,0.004991,0,13
2021-10-01 09:25:09.672,-0.000963,0.001827,-0.00047,0.013698,0.006692,0.004864,0,13
2021-10-01 09:25:10.171,0.000304,0.001331,-0.000212,0.013282,0.006715,0.005114,0,13
2021-10-01 09:25:10.675,-0.000843,0.001341,-0.000481,0.014015,0.006578,0.005152,0,13
2021-10-01 09:25:11.171,5.3e-05,0.00169,-0.000433,0.013764,0.006969,0.004979,0,13
2021-10-01 09:25:11.675,-2e-05,0.001435,-0.000536,0.013796,0.006753,0.005104,0,13
2021-10-01 09:25:12.171,-0.000646,0.001743,-0.000655,0.013455,0.006513,0.004937,0,13
2021-10-01 09:25:12.675,0.000543,0.001497,-0.000481,0.013227,0.006808,0.005153,0,13
2021-10-01 09:25:13.171,-0.000614,0.001499,-0.000563,0.013753,0.006437,0.005154,0,13
2021-10-01 09:25:13.675,0.000282,0.001643,-0.000664,0.01426,0.006952,0.004969,0,13
2021-10-01 09:25:14.171,0.000169,0.001626,-0.000489,0.013838,0.006913,0.005027,0,13
2021-10-01 09:25:14.675,-0.00027,0.001518,-0.000499,0.013765,0.006623,0.005054,0,13
2021-10-01 09:25:15.171,0.000741,0.001594,-0.000322,0.013614,0.006607,0.005005,0,13
2021-10-01 09:25:15.675,-0.000749,0.001643,-0.000372,0.01392,0.006079,0.004925,0,13
2021-10-01 09:25:16.171,0.000476,0.001753,-0.000285,0.013927,0.00659,0.004973,0,13
2021-10-01 09:25:16.670,6.2e-05,0.001679,-0.000267,0.013513,0.006994,0.004943,0,13
2021-10-01 09:25:17.174,-0.000155,0.001539,-0.000372,0.013227,0.007807,0.005085,0,13
2021-10-01 09:25:17.670,0.000455,0.001542,-0.0006,0.012756,0.007107,0.00504,0,13
2021-10-01 09:25:18.174,-0.000801,0.001633,-0.000718,0.013506,0.007399,0.004977,0,13
2021-10-01 09:25:18.670,0.000254,0.001658,-7e-06,0.013482,0.006808,0.004959,0,13
2021-10-01 09:25:19.174,-0.000207,0.001497,-0.000244,0.013827,0.007012,0.005067,0,13
2021-10-01 09:25:19.675,-0.00069,0.001706,0.000197,0.013456,0.006693,0.004965,0,13
2021-10-01 09:25:20.171,0.000593,0.001499,-0.000266,0.013334,0.006964,0.005154,0,13
2021-10-01 09:25:20.675,-0.000885,0.001633,-0.000973,0.013605,0.006228,0.00515,0,13
2021-10-01 09:25:21.171,0.000572,0.001594,-0.000415,0.013673,0.007427,0.005049,0,13
2021-10-01 09:25:21.670,-0.000159,0.001479,-0.000322,0.013439,0.006499,0.005079,0,13
2021-10-01 09:25:22.174,-0.000645,0.001591,-0.000427,0.013701,0.006316,0.004962,0,13
2021-10-01 09:25:22.675,0.000379,0.001224,-0.000537,0.01387,0.007501,0.005245,0,13
2021-10-01 09:25:23.171,-0.000159,0.001542,-0.000655,0.013147,0.007404,0.005128,0,13
2021-10-01 09:25:23.670,0.000157,0.001321,-0.00058,0.013368,0.007305,0.005119,0,13
2021-10-01 09:25:24.174,0.000105,0.001685,-0.000408,0.013758,0.007737,0.004937,0,13
2021-10-01 09:25:24.670,-0.000371,0.001499,0.000104,0.013314,0.007501,0.005067,0,13
2021-10-01 09:25:25.174,0.000584,0.001404,-0.000718,0.014185,0.007309,0.005163,0,13
2021-10-01 09:25:25.670,-0.000783,0.001309,-0.000692,0.013435,0.006356,0.005125,0,13
2021-10-01 09:25:26.174,0.000272,0.001633,-0.000208,0.013695,0.006594,0.005021,0,13
2021-10-01 09:25:26.670,-0.000413,0.001764,-0.000544,0.014008,0.00669,0.004919,0,13
2021-10-01 09:25:27.174,-0.000541,0.001477,0.000139,0.012856,0.006735,0.00508,0,13
2021-10-01 09:25:27.673,0.000862,0.001679,-0.000194,0.013642,0.007296,0.004898,0,13
2021-10-01 09:25:28.169,-0.001069,0.001552,-0.000563,0.013852,0.007318,0.004989,0,13
2021-10-01 09:25:28.673,0.000324,0.001685,-9.8e-05,0.01344,0.00771,0.004937,0,13
2021-10-01 09:25:29.169,-0.000318,0.001499,-0.000396,0.013682,0.007199,0.005154,0,13
2021-10-01 09:25:29.673,-0.000364,0.001466,-0.000335,0.013544,0.006794,0.005043,0,13
2021-10-01 09:25:30.174,0.000432,0.001486,0.000123,0.013929,0.007056,0.005118,0,13
2021-10-01 09:25:30.670,-0.000752,0.001647,-0.000415,0.013472,0.006209,0.004922,0,13
2021-10-01 09:25:31.169,0.000357,0.001384,-0.000507,0.013304,0.007265,0.005088,0,13
2021-10-01 09:25:31.673,0.000126,0.001247,-0.000809,0.013945,0.007307,0.005194,0,13
2021-10-01 09:25:32.169,-0.000466,0.001415,-0.000211,0.013202,0.007043,0.005159,0,13
2021-10-01 09:25:32.673,0.00073,0.001466,-0.00019,0.013604,0.006976,0.005086,0,13
2021-10-01 09:25:33.174,-0.000837,0.001476,0.000105,0.01348,0.006391,0.005081,0,13
2021-10-01 09:25:33.670,0.000857,0.001266,0.000271,0.013614,0.007245,0.005187,0,13
2021-10-01 09:25:34.169,0.000294,0.001047,0.000488,0.012976,0.007342,0.005216,0,13
2021-10-01 09:25:34.673,-0.000416,0.001456,-4.4e-05,0.013901,0.00726,0.005092,0,13
2021-10-01 09:25:35.169,0.001048,0.001467,0.000197,0.013187,0.006742,0.00513,0,13
2021-10-01 09:25:35.673,-0.000541,0.001424,-0.000226,0.013391,0.006637,0.005152,0,13
2021-10-01 09:25:36.174,9.6e-05,0.001287,0.000178,0.014184,0.007516,0.00522,0,13
2021-10-01 09:25:36.673,0.000178,0.001216,-0.000138,0.013513,0.007189,0.005164,0,13
2021-10-01 09:25:37.169,-0.000519,0.001605,0.000178,0.013739,0.007257,0.005042,0,13
2021-10-01 09:25:37.673,0.00073,0.001424,-0.000244,0.013582,0.006687,0.00511,0,13
2021-10-01 09:25:38.169,-0.00054,0.001425,-0.000359,0.013945,0.006992,0.005066,0,13
2021-10-01 09:25:38.673,0.001939,0.001206,-0.000627,0.013993,0.007504,0.00521,0,13
2021-10-01 09:25:39.174,0.006038,0.001224,-0.000225,0.013908,0.008623,0.005203,0,13
2021-10-01 09:25:39.670,0.010014,0.001393,3e-05,0.013444,0.007186,0.005083,0,13
2021-10-01 09:25:40.169,0.01454,0.001216,-0.000378,0.013813,0.00814,0.005164,0,13
2021-10-01 09:25:40.669,0.015725,0.001567,-0.000274,0.014043,0.007822,0.004979,0,13
2021-10-01 09:25:41.173,0.018325,0.00132,-2.6e-05,0.014659,0.008468,0.005162,0,13
2021-10-01 09:25:41.673,0.022582,0.00122,-0.000255,0.013758,0.007831,0.005205,0,13
2021-10-01 09:25:42.169,0.024251,0.001203,-0.000803,0.012958,0.007233,0.005168,0,13
2021-10-01 09:25:42.669,0.024514,0.001304,-0.000292,0.013841,0.006738,0.005127,0,13
2021-10-01 09:25:43.173,0.027628,0.001258,0.013719,0.021624,0.010065,0.005273,0,13
